Numfront:
61

AUGMECON-II: 9
1055.346297	406.3991254
1057.425377	405.0955197
1057.918377	403.314351
1059.997457	402.0107454
1064.148945	400.7167569
1070.849216	399.7819278
1075.81912	393.9713751
1079.970608	392.6773866
1108.306024	392.073707

NSGA-II_1:	4
1146.261958	411.679520
1137.939496	413.721114
1143.972934	413.283291
1143.236018	413.523800
	
NSGA-II_2:	12
1157.012963	413.5432459
1117.096013	430.148294
1118.045186	421.2245037
1131.992729	417.469274
1148.2125	413.7305333
1144.061011	415.0245218
1118.045186	421.2245037
1127.841241	418.7632625
1138.416445	416.1917745
1138.416445	416.1917745
1127.31457	419.7841857
1122.196674	419.9305152
	
NSGA-II_3:	8
1210.157276	431.4576346
1189.739812	442.7893028
1190.661443	438.2079911
1204.488693	431.9569067
1200.337204	433.2508951
1193.962331	436.2281087
1210.157276	431.4576346
1198.11382	434.9341202
	
NSGA-II_4:	12
1181.323755	420.9025195
1147.962526	435.2216575
1168.701207	422.1893277
1150.966434	432.9977802
1155.462971	429.0852061
1164.549719	423.4833162
1159.614459	427.7912176
1155.117922	431.7037917
1164.20467	426.1019017
1163.389551	427.2086365
1160.053181	427.3958902
1163.389551	427.2086365
	
NSGA-II_5:	19
1266.149451	438.5319448
1211.245248	470.587698
1215.192848	452.0548612
1215.136294	465.1114473
1253.526902	439.818753
1241.021853	441.330277
1231.706443	445.2918022
1266.149451	438.5319448
1253.526902	439.818753
1219.083894	446.5786104
1231.706443	445.2918022
1219.083894	446.5786104
1240.824042	443.3145944
1215.136294	465.1114473
1213.29377	469.076174
1211.245248	470.587698
1240.824042	443.3145944
1241.021853	441.330277
1241.021853	441.330277
	
NSGA-II_6:	10
1158.24632	421.810154
1143.547374	429.925084
1147.698863	428.6310955
1148.812187	426.8294627
1152.981507	424.9057752
1154.094832	423.1041424
1148.830019	426.1997637
1152.963676	425.5354743
1154.094832	423.1041424
1148.830019	426.1997637
	
NSGA-II_7:	5
1241.835368	424.4223095
1202.583182	425.1124954
1211.383645	424.9252081
1233.034905	424.6095968
1211.383645	424.9252081
	
NSGA-II_8:	18
1145.140292	408.76595
1119.955498	414.9166809
1120.357438	414.7059465
1124.714407	410.8179269
1137.336956	409.5311186
1126.561045	410.5951381
1139.183593	409.3083299
1132.517743	410.0527583
1143.293654	408.9887388
1130.671106	410.275547
1143.695595	408.7780044
1137.738896	409.3203843
1125.116348	410.6071925
1131.073046	410.0648126
1132.517743	410.0527583
1143.293654	408.9887388
1131.073046	410.0648126
1130.671106	410.275547
	
NSGA-II_9:	51
1321.339374	434.1571165
1183.612564	469.9042616
1187.31142	460.5487288
1286.386676	434.4927797
1305.652896	434.40106
1258.07765	436.0235314
1270.700198	434.7367232
1200.189895	455.2333821
1220.649757	446.1686684
1195.291868	457.6946234
1254.010575	438.4346586
1253.37378	439.5269903
1241.388026	439.7214668
1220.649757	446.1686684
1228.509551	445.0368135
1316.772036	434.2965275
1192.174747	458.9474831
1187.31142	460.5487288
1236.489999	442.1827081
1215.75173	448.6299096
1205.828655	452.5002815
1203.157526	454.0586789
1212.634609	449.8827693
1233.272305	444.8818602
1233.372878	443.4355678
1233.272305	444.8818602
1200.189895	455.2333821
1211.137974	451.2045735
1192.941316	458.2530343
1200.965328	454.1015272
1213.843804	448.7861806
1206.595224	451.8058328
1203.157526	454.0586789
1200.965328	454.1015272
1236.489999	442.1827081
1234.139447	442.741119
1208.945776	451.2474218
1213.26907	449.5024973
1233.372878	443.4355678
1234.007339	443.0552958
1206.463116	452.1200095
1205.828655	452.5002815
1192.809208	458.5672111
1192.174747	458.9474831
1207.771282	451.4840151
1215.75173	448.6299096
1213.401178	449.1883206
1192.809208	458.5672111
1207.771282	451.4840151
1206.463116	452.1200095
1192.941316	458.2530343
	
NSGA-II_10:	6
1162.485657	418.9804025
1153.243609	429.2644434
1158.334168	420.274391
1153.343377	424.2027793
1157.494866	422.9087908
1153.343377	424.2027793
	
NSGA-II_11:	19
1240.327155	445.7765651
1184.5382	472.0996886
1187.551499	456.2211201
1236.175667	447.0705535
1221.793608	447.716113
1202.191484	452.4438382
1212.92965	452.3757566
1217.64212	449.0101015
1187.551499	456.2211201
1191.702987	454.9271316
1221.793608	447.716113
1197.023579	454.367621
1215.573513	452.247586
1217.081138	451.0817681
1198.039996	453.7378267
1236.175667	447.0705535
1239.375407	446.6198767
1201.175067	453.0736326
1202.191484	452.4438382
	
NSGA-II_12:	13
1238.610529	437.8495522
1188.343815	460.8532467
1210.796701	443.2545933
1232.37996	440.4471463
1190.932863	460.630458
1194.638854	453.6156451
1195.281155	446.3163579
1197.870203	446.0935692
1208.207653	443.4773821
1238.610529	437.8495522
1234.45904	439.1435406
1208.207653	443.4773821
1234.45904	439.1435406
	
NSGA-II_13:	2
1183.177937	407.3278266
1164.308499	411.4483515
	
NSGA-II_14:	37
1197.60222	416.6989069
1141.69949	448.2695546
1146.117789	441.0046212
1146.205968	432.9487415
1141.9663	442.2986096
1146.472779	426.9777965
1146.205968	432.9487415
1193.283762	416.897581
1184.979671	417.9857151
1141.9663	442.2986096
1146.117789	441.0046212
1171.591242	419.6520671
1176.297985	419.4972392
1150.624268	425.683808
1154.049643	424.8872738
1167.272784	419.8507412
1180.661213	418.1843892
1158.591098	421.3622653
1162.909556	421.1635912
1197.60222	416.6989069
1193.283762	416.897581
1154.43961	422.6562538
1154.049643	424.8872738
1167.272784	419.8507412
1163.121296	421.1447297
1166.140573	421.0695652
1179.529002	419.4032133
1176.509725	419.4783777
1149.492057	426.9026321
1154.43961	422.6562538
1157.458887	422.5810893
1158.591098	421.3622653
1179.895332	418.563933
1179.529002	419.4032133
1180.661213	418.1843892
1176.509725	419.4783777
1180.661213	418.1843892
	
NSGA-II_15:	9
1202.418486	415.310305
1144.065759	420.9587151
1166.285552	417.8790529
1184.350181	417.0959787
1148.217247	419.6647266
1189.795938	416.5971132
1153.663004	419.1658611
1160.839795	418.3779184
1196.972729	415.8091705
	
NSGA-II_16:	20
1123.710245	403.6490256
1096.072783	423.9529266
1096.375768	413.2925271
1104.797526	405.1320861
1117.420074	403.8452779
1123.710245	403.6490256
1111.087697	404.9358338
1111.087697	404.9358338
1116.175653	404.5397266
1097.604021	411.7493233
1099.328192	408.9709843
1100.556445	407.4277806
1099.328192	408.9709843
1116.175653	404.5397266
1103.553105	405.8265349
1102.324852	407.3697386
1102.324852	407.3697386
1117.420074	403.8452779
1111.087697	404.9358338
1123.710245	403.6490256
	
NSGA-II_17:	15
1262.961013	430.1420175
1200.806854	445.3981885
1248.573289	434.3275545
1250.338465	431.4288257
1230.275674	437.6092114
1211.16084	441.1864122
1205.704882	442.9369473
1202.154574	445.1758532
1217.653126	438.8960196
1235.950741	435.6143627
1207.052601	442.7146119
1231.799253	436.9083512
1217.653126	438.8960196
1230.275674	437.6092114
1200.806854	445.3981885
	
NSGA-II_18:	6
1270.841609	431.3676778
1206.508169	443.109959
1212.600075	434.7579668
1240.033026	431.692784
1216.751563	433.4639783
1212.600075	434.7579668
	
NSGA-II_19:	11
1199.05056	414.4423757
1148.777456	427.4864741
1148.777456	427.4864741
1150.295078	418.2979318
1162.917626	417.0111236
1186.428012	415.7291839
1186.428012	415.7291839
1150.295078	418.2979318
1162.917626	417.0111236
1199.05056	414.4423757
1199.05056	414.4423757
	
NSGA-II_20:	10
1111.255808	402.4778825
1076.063554	411.1619233
1084.942438	409.2052212
1085.681309	405.2459666
1080.215042	409.8679348
1098.63326	403.7646907
1089.832797	403.9519781
1102.455345	402.6651699
1089.832797	403.9519781
1102.455345	402.6651699
	
NSGA-II_21:	9
1135.94244	393.8919151
1093.850676	407.1362868
1123.319892	395.1787233
1096.466626	403.5772088
1118.550436	395.2556801
1105.927888	396.5424883
1101.361263	401.5356142
1105.732555	398.6404986
1103.311939	400.1015663
	
NSGA-II_22:	12
1149.68228	405.409819
1099.648223	418.3836331
1099.648223	418.3836331
1100.597395	409.4598428
1133.340924	407.969602
1113.549346	407.9785669
1104.748883	408.1658543
1140.881817	405.5971064
1104.748883	408.1658543
1136.730329	406.8910948
1140.881817	405.5971064
1099.648223	418.3836331
	
NSGA-II_23:	49
1314.539324	431.3959676
1194.297199	466.057555
1194.297199	466.057555
1195.120655	456.0661921
1262.897003	435.4295662
1282.688581	435.4206013
1202.936686	451.6083153
1199.983982	454.4649464
1195.120655	456.0661921
1202.936686	451.6083153
1200.750551	453.7704976
1250.274455	436.7163745
1241.473992	436.9036618
1301.916776	432.6827758
1254.09654	435.6168536
1262.897003	435.4295662
1207.834714	449.1470741
1216.635177	448.9597867
1314.539324	431.3959676
1293.116313	432.8700632
1305.738861	431.583255
1288.964825	434.1640517
1229.646928	442.2123546
1225.49544	443.5063431
1237.322503	438.1976503
1232.424476	440.6588915
1236.575964	439.364903
1207.834714	449.1470741
1232.424476	440.6588915
1220.597412	445.9675843
1220.597412	445.9675843
1220.457262	447.8602659
1288.964825	434.1640517
1225.49544	443.5063431
1236.575964	439.364903
1237.322503	438.1976503
1224.748901	444.6735959
1224.608445	445.1167683
1301.916776	432.6827758
1250.274455	436.7163745
1218.411278	448.1297667
1220.457262	447.8602659
1200.618443	454.0846744
1218.279169	448.4439434
1217.644708	448.8242154
1224.608445	445.1167683
1224.748901	444.6735959
1216.635177	448.9597867
1218.411278	448.1297667
	
NSGA-II_24:	4
1131.140034	415.9259326
1111.506855	420.4461638
1118.517485	417.2127408
1114.365997	418.5067293
	
NSGA-II_25:	9
1159.526769	406.3771121
1103.38716	430.9970205
1146.904221	407.6639203
1123.393836	408.94586
1104.336333	422.0732301
1105.670627	420.4504471
1106.619799	411.5266567
1110.771287	410.2326683
1110.771287	410.2326683
	
NSGA-II_26:	9
1119.682039	405.8822856
1089.937863	414.8049118
1094.771193	408.8821233
1093.063648	413.2036661
1098.922682	407.5881348
1111.54523	406.3013266
1117.835401	406.1050743
1105.212853	407.3918825
1107.059491	407.1690938
	
NSGA-II_27:	13
1212.856803	415.0143322
1175.944938	437.9073443
1178.024018	436.6037387
1180.941884	424.2874866
1206.900104	415.556712
1193.987365	419.1348571
1201.890403	418.8633561
1206.900104	415.556712
1188.030666	419.677237
1188.030666	419.677237
1183.020964	422.983881
1183.020964	422.983881
1175.944938	437.9073443
	
NSGA-II_28:	25
1404.158384	482.0926047
1346.77832	502.1366284
1355.155199	494.9688092
1356.848719	485.8116403
1376.110983	482.4179834
1394.651	482.2217311
1351.003711	496.2627977
1350.929808	500.8426399
1371.959495	483.7119719
1362.722554	484.0843354
1372.140273	483.3981552
1350.929808	500.8426399
1348.500667	501.7033119
1355.155199	494.9688092
1358.571065	485.3783239
1376.110983	482.4179834
1346.77832	502.1366284
1351.003711	496.2627977
1356.848719	485.8116403
1361.000207	484.5176518
1352.726057	495.8294812
1361.000207	484.5176518
1352.726057	495.8294812
1372.140273	483.3981552
1371.959495	483.7119719
	
NSGA-II_29:	11
1133.954657	406.8309987
1109.269618	422.8133569
1109.572603	412.1529574
1115.041937	408.3140592
1127.664486	407.027251
1121.332109	408.1178069
1126.420065	407.7216997
1110.800857	410.6097536
1109.572603	412.1529574
1112.569264	410.5517117
1113.797517	409.0085079
	
NSGA-II_30:	17
1364.972038	456.5010244
1309.398945	474.3071279
1364.972038	456.5010244
1334.586678	456.6972767
1309.398945	474.3071279
1314.29046	469.9809264
1333.416483	457.2644398
1321.96413	457.9840849
1320.793935	458.551248
1320.545687	462.4293679
1319.545549	467.9748683
1320.065413	465.5395648
1319.545549	467.9748683
1320.065413	465.5395648
1334.586678	456.6972767
1320.793935	458.551248
1321.96413	457.9840849
	
Math-AUGMECON-II_1:	2
1055.346297	406.3991254
1108.306024	392.073707
	
Math-AUGMECON-II_2:	2
1055.346297	406.3991254
1108.306024	392.073707
	
Math-AUGMECON-II_3:	2
1055.346297	406.3991254
1108.306024	392.073707
	
Math-AUGMECON-II_4:	2
1055.346297	406.3991254
1108.306024	392.073707
	
Math-AUGMECON-II_5:	2
1055.346297	406.3991254
1108.306024	392.073707
	
Math-AUGMECON-II_6:	2
1055.346297	406.3991254
1108.306024	392.073707
	
Math-AUGMECON-II_7:	2
1055.346297	406.3991254
1108.306024	392.073707
	
Math-AUGMECON-II_8:	2
1055.346297	406.3991254
1108.306024	392.073707
	
Math-AUGMECON-II_9:	2
1055.346297	406.3991254
1108.306024	392.073707
	
Math-AUGMECON-II_10:	2
1055.346297	406.3991254
1108.306024	392.073707
	
Math-AUGMECON-II_11:	2
1055.346297	406.3991254
1108.306024	392.073707
