Numfront:	
61	
	
AUGMECON-II:	20
3802.88230	1941.63954
3802.99881	1859.36966
3815.67235	1833.97104
3832.59054	1808.90203
3850.24772	1775.81494
3867.16592	1750.74593
3894.09642	1726.51511
3921.63397	1697.06027
3990.81980	1663.03151
4033.07159	1636.53365
4089.72496	1598.11905
4137.09562	1576.04700
4222.75468	1543.05374
4323.62786	1514.72310
4498.34724	1481.11928
4688.88648	1454.17520
4933.85575	1421.42529
5195.50547	1392.95165
5608.31048	1360.99055
6510.76753	1332.42805
	
NSGA-II_1:	90
7376.42059	1336.37016
3824.21987	1821.97963
7376.42059	1336.37016
7026.79348	1339.38267
6392.78970	1367.10817
6153.79632	1367.11308
5804.16920	1370.12559
6043.16258	1370.12068
6948.67712	1342.87297
6727.11291	1346.80867
3836.89341	1796.58102
5664.06114	1380.76563
6574.67621	1359.30127
3896.55138	1717.74259
3921.63397	1697.06027
3951.98485	1673.61403
3911.16823	1717.43405
5146.50015	1410.79088
3891.51266	1740.98814
4048.43505	1617.47410
3951.23825	1692.36504
6431.65647	1365.63645
3861.97600	1775.89869
4476.55198	1497.36876
3993.27476	1654.25898
4146.58259	1571.45756
5177.94780	1404.73537
3887.10866	1757.74259
3863.39646	1773.01304
4083.84847	1612.58916
5578.83989	1382.13612
4691.50754	1450.18672
5231.52045	1402.91889
4089.72496	1598.11905
5355.82635	1399.29176
4752.18713	1434.03837
4599.67155	1465.35261
4222.75468	1543.05374
4358.51005	1505.67433
5061.27890	1412.16137
4297.83045	1521.82268
4187.87249	1552.10251
3891.51266	1740.98814
4137.09562	1576.04700
4017.61075	1652.32767
5577.89419	1388.19163
4870.47575	1427.86466
4431.61174	1503.54569
3987.39827	1668.72909
4323.62786	1514.72310
6123.25226	1368.20731
5060.33321	1418.21688
5478.16870	1390.04761
5508.71277	1388.95338
4044.05163	1630.31450
5031.14337	1427.21549
4181.46478	1562.40878
4727.06619	1440.37014
4569.12748	1466.44684
4696.52213	1441.46437
4513.46248	1473.87283
5277.08833	1399.42859
6727.11291	1346.80867
6648.99655	1350.29897
5773.62514	1371.21982
3883.45279	1759.36537
4354.17193	1513.62887
4221.65836	1550.22650
5726.05284	1373.61589
5446.72106	1396.10312
4018.08417	1640.92034
4839.93169	1428.95889
5055.42329	1426.98940
6057.77944	1369.81214
4248.55209	1535.95416
4506.68751	1482.31464
4635.84254	1457.61272
4130.68790	1586.35327
4480.89010	1489.41421
4949.21378	1427.72783
4283.43427	1526.90538
4025.47033	1640.27429
7026.79348	1339.38267
6948.67712	1342.87297
4544.00655	1472.77860
4666.38660	1456.51849
5392.04387	1396.37938
4095.80572	1595.40205
6648.99655	1350.29897
3976.32084	1671.68272
	
NSGA-II_2:	79
5256.89345	1395.45619
3907.65213	1917.49007
3917.20714	1860.43964
4947.16922	1427.41829
4031.06326	1650.61946
4056.14585	1629.93714
5170.68439	1403.97642
5086.92240	1409.03687
4870.47575	1427.86466
4193.88595	1554.44216
3996.48788	1708.77557
4186.68584	1570.80395
4090.23565	1626.94388
4719.95992	1449.97842
4514.46134	1484.93484
4151.84944	1592.54821
4055.39924	1648.68814
3942.97926	1793.41825
4127.51345	1594.47953
3971.40529	1729.45789
3966.36657	1752.70344
3937.94054	1816.66380
4026.02454	1673.86502
4007.62747	1704.26713
4681.43962	1457.44354
4218.22194	1552.51084
4152.59605	1573.79721
4955.14546	1421.04740
4689.41586	1451.07265
4628.73626	1467.22100
4097.43575	1610.58209
5226.34939	1396.55042
4413.80793	1505.95058
4121.77174	1608.65077
5070.99520	1409.82256
4519.47594	1476.21249
3982.54488	1724.94945
4425.63122	1497.44354
3930.30572	1818.81686
3958.73175	1754.85650
5201.22845	1402.88219
4814.81075	1435.29066
4745.08086	1443.64665
5010.81046	1413.62140
4985.68952	1419.95317
4839.93169	1428.95889
4784.26669	1436.38489
4775.62492	1442.55242
4456.17528	1496.34931
3929.88067	1835.04103
3920.86300	1858.81686
4665.85300	1464.56917
4364.52351	1508.01398
4353.97731	1515.13143
4243.38499	1545.08485
4318.46077	1523.85379
4278.68085	1531.58833
3958.30671	1771.08067
4329.64132	1517.06275
4254.56554	1538.29381
4550.02000	1475.11826
4481.29622	1490.01755
3955.08471	1782.83223
5041.35452	1412.52717
3926.65867	1846.79259
4379.14036	1507.70544
4659.28032	1466.12677
4017.09052	1693.63309
4303.84391	1524.16233
3957.43255	1772.47152
5240.96625	1396.24188
4589.75780	1468.47795
4228.76813	1545.39339
4458.79634	1492.36084
4019.15437	1683.97163
4575.14094	1468.78649
4550.02000	1475.11826
4339.36045	1515.43998
4162.31518	1572.17443
	
NSGA-II_3:	82
5366.17554	1394.22514
3802.99881	1859.36966
3815.67235	1833.97104
4949.21378	1427.72783
3831.20408	1829.46261
3863.39646	1773.01304
4130.68790	1586.35327
4569.12748	1466.44684
3832.59054	1808.90203
3867.16592	1750.74593
4694.88384	1443.98373
4505.04922	1484.83399
5256.89345	1395.45619
4870.47575	1427.86466
5335.63148	1395.31937
5086.92240	1409.03687
5010.81046	1413.62140
4985.68952	1419.95317
4752.18713	1434.03837
4633.22148	1461.60119
4544.00655	1472.77860
4099.21193	1593.52961
4602.67741	1462.69543
4089.72496	1598.11905
5165.66043	1408.90004
4033.07159	1636.53365
4688.88648	1454.17520
3951.98485	1673.61403
3850.24772	1775.81494
4475.28277	1487.67789
4513.46248	1473.87283
4181.46478	1562.40878
4137.09562	1576.04700
4287.28426	1528.94013
3990.81980	1663.03150
4083.84847	1612.58916
3911.16823	1717.43405
3881.78278	1750.43739
4955.14546	1421.04740
4414.60317	1503.82625
4389.05411	1504.58010
4272.66740	1529.24868
4839.93169	1428.95889
4782.73119	1432.94414
4419.61776	1495.10389
4187.87249	1552.10251
5185.30125	1403.66788
3983.99206	1670.60152
5056.37834	1410.13110
5041.35452	1412.52717
4048.43505	1617.47410
3896.55138	1717.74259
4358.51005	1505.67433
5226.34939	1396.55042
4727.06619	1440.37014
4658.34241	1455.26943
4222.75468	1543.05374
4347.96385	1512.79178
4212.20848	1550.17119
3849.74348	1789.97068
4312.44731	1521.51414
4323.62786	1514.72310
4248.55209	1535.95416
4452.78289	1490.02119
4018.08417	1640.92034
3936.62139	1692.67358
4450.16183	1494.00966
3892.24851	1730.06361
3949.52990	1682.38655
3919.17901	1705.83279
3889.79355	1738.83613
4171.97780	1566.99822
4146.58259	1571.45756
4043.52514	1626.24662
3849.30246	1801.29731
3993.27476	1654.25898
4002.76173	1649.66955
3849.74348	1789.97068
4237.37154	1542.74519
3847.44370	1807.63915
4068.86104	1616.97585
3921.63397	1697.06027
	
NSGA-II_4:	81
5739.07219	1360.63145
3837.30754	1924.06655
5516.66331	1380.16898
5290.28293	1390.65670
4854.31986	1429.25945
4972.08407	1427.10813
3851.40154	1895.78228
3837.30754	1924.06655
3870.04727	1854.01278
5577.90982	1377.71546
5259.73887	1391.75093
5195.50547	1392.95165
5708.52813	1361.72568
5067.87405	1410.19423
4358.51005	1505.67433
4323.62786	1514.72310
5045.09087	1421.58116
3929.70524	1775.17435
3946.62343	1750.10534
4798.65486	1436.68545
3942.85397	1772.37245
4688.38430	1456.04342
3857.37373	1879.41139
4158.92424	1591.35810
4729.15026	1452.80421
5582.93748	1368.45325
4174.28770	1572.29856
3915.31642	1801.82729
4075.38254	1637.21101
4123.51083	1596.24305
4062.47404	1647.49803
4640.71615	1462.76215
4614.57650	1467.73889
4764.99110	1439.10938
4098.42824	1616.92537
5159.66463	1406.64648
4734.44704	1440.20361
5164.96141	1394.04588
4671.26022	1461.66792
3914.53955	1815.77178
4221.65836	1550.22650
4006.35977	1693.65577
3891.40767	1841.83732
5644.29472	1362.92640
4541.56970	1473.26586
4205.76368	1565.12222
4287.28426	1528.94013
5129.12057	1407.74071
4022.40402	1672.56705
3917.77138	1793.05477
4256.54055	1541.17773
4047.48661	1651.88472
3856.59686	1893.35588
4262.94827	1530.87145
3976.00889	1717.10200
4164.80073	1576.88800
4389.05411	1504.58010
3964.16652	1748.51981
3993.01857	1705.57038
4400.97279	1501.24159
4255.74816	1547.23324
4119.12740	1609.08344
4516.40664	1480.69186
4045.03166	1660.65724
4823.77580	1430.35368
4446.00792	1498.46299
4297.83045	1521.82268
4077.83750	1628.43849
3892.18454	1827.89283
4108.14737	1615.30259
5014.54680	1422.67539
4584.03244	1468.83312
4480.09771	1495.46973
5613.75066	1364.02063
4212.17139	1554.81594
4455.72705	1496.84021
4495.50696	1489.10567
3970.97017	1740.34755
4018.10116	1684.88806
3971.70602	1729.42302
