Numfront:	
61	

AUGMECON-II:	4
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
1102.40462	461.41234
	
NSGA-II_1:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_2:	5
1112.40462	461.41234
832.77903	514.32930
1102.96190	479.05166
846.91428	483.74319
837.47156	501.38251
	
NSGA-II_3:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_4:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_5:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_6:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_7:	5
1112.40462	461.41234
832.77903	514.32930
1102.96190	479.05166
846.91428	483.74319
837.47156	501.38251
	
NSGA-II_8:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_9:	3
1102.40462	461.41234
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_10:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_11:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_12:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_13:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_14:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_15:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_16:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_17:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_18:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_19:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_20:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_21:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_22:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_23:	5
1112.40462	461.41234
832.77903	514.32930
1102.96190	479.05166
846.91428	483.74319
837.47156	501.38251
	
NSGA-II_24:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_25:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_26:	5
1112.40462	461.41234
832.77903	514.32930
1102.96190	479.05166
846.91428	483.74319
837.47156	501.38251
	
NSGA-II_27:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_28:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_29:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
NSGA-II_30:	4
1102.40462	461.41234
832.77903	514.32930
836.91428	483.74319
1092.96190	479.05166
	
Math-AUGMECON-II_1:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_2:	4
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
836.91428	483.74319
	
Math-AUGMECON-II_3:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_4:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_5:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_6:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_7:	4
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
836.91428	483.74319
	
Math-AUGMECON-II_8:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_9:	3
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
	
Math-AUGMECON-II_10:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_11:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_12:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_13:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_14:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_15:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_16:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_17:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_18:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_19:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_20:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_21:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_22:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_23:	4
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
836.91428	483.74319
	
Math-AUGMECON-II_24:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_25:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_26:	4
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
836.91428	483.74319
	
Math-AUGMECON-II_27:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_28:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_29:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
	
Math-AUGMECON-II_30:	5
832.77903	514.32930
836.91428	483.74319
1102.40462	461.41234
1092.96190	479.05166
836.91428	483.74319
