Numfront:	
61	

AUGMECON-II:	20
3090.38144	1836.43968
3091.44693	1765.44949
3092.48531	1748.50674
3092.70276	1727.53294
3093.40425	1694.11596
3094.66008	1656.19942
3097.81014	1645.52783
3104.32107	1615.19826
3113.74185	1584.61904
3125.58903	1554.03981
3145.00783	1532.12644
3161.96039	1505.68982
3185.54727	1478.64411
3208.56366	1455.71921
3237.49288	1428.07989
3282.23982	1401.60792
3317.66625	1374.97319
3426.82630	1346.66853
3546.40052	1319.62282
4798.95035	1294.73459
	
NSGA-II_1:	68
4049.64927	1295.15505
3180.43256	1533.89498
3771.85087	1296.35040
3181.14453	1501.35163
3193.64594	1483.27940
3194.22816	1465.99283
3186.76086	1484.26959
3728.86534	1305.11934
3666.40052	1305.48068
3181.14453	1501.35163
3607.40734	1318.97099
3546.40052	1319.62282
3221.16718	1448.05050
3301.65861	1379.69454
3299.66841	1389.39153
3223.15738	1438.35351
3252.86534	1426.31282
3426.82630	1346.66853
3253.61246	1419.31095
3471.20127	1337.65386
3383.84077	1355.43747
3378.17536	1358.70921
3237.49288	1428.07989
3272.72939	1407.33386
3324.35694	1372.01889
3449.49842	1344.97318
3292.97772	1392.34582
3288.93051	1398.65363
3530.39288	1324.34418
3650.39288	1310.20204
3503.41498	1328.39176
3623.41498	1314.24963
3623.31684	1317.52137
3503.31684	1331.66350
3771.85087	1296.35040
3744.77483	1303.66972
3269.62009	1414.58959
3252.97728	1422.26524
3426.19112	1349.62282
3268.98492	1417.54388
3639.32447	1312.80001
3487.40734	1333.11312
3519.32447	1326.94214
3410.81866	1351.38989
3214.47649	1451.00479
3229.84807	1435.39922
3200.91885	1463.03854
3356.57065	1362.75680
3394.18300	1353.98785
3607.40734	1318.97099
3465.70449	1340.43245
3333.87232	1370.43245
3349.87996	1365.71109
3340.56301	1367.47815
3317.66625	1374.97318
3308.34931	1376.74025
3481.71213	1335.71109
3455.19363	1342.37522
3367.83313	1360.15883
3208.56366	1455.71921
3207.92848	1458.67350
3236.85770	1431.03418
3546.40052	1319.62282
3666.40052	1305.48068
3279.42008	1404.37957
3282.23982	1401.60792
3744.77483	1303.66972
3728.86534	1305.11934
	
NSGA-II_2:	67
4798.95035	1294.73459
3200.01357	1540.14504
4049.64927	1295.15505
4049.64927	1295.15505
3771.85087	1296.35040
3200.72554	1507.60169
3200.01357	1540.14504
3342.36063	1405.13346
3348.71368	1375.64696
3248.71968	1434.30592
3223.08622	1473.39382
3240.69449	1458.24017
3215.06104	1497.32807
3728.86534	1305.11934
3744.77483	1303.66972
3666.40052	1305.48068
3591.20127	1323.51172
3771.85087	1296.35040
3666.40052	1305.48068
3435.63384	1354.34418
3512.75956	1336.38486
3371.41200	1367.97131
3326.35300	1409.85482
3436.26902	1351.38989
3650.39288	1310.20204
3539.83560	1329.06554
3555.84324	1324.34418
3458.94114	1349.69454
3226.35900	1468.51379
3623.31684	1317.52137
3623.41498	1314.24963
3512.85770	1333.11312
3311.27652	1410.04885
3403.62571	1358.70921
3255.41037	1431.35163
3207.41623	1504.64740
3240.05932	1461.19446
3294.63371	1417.72450
3279.06281	1419.31095
3295.26888	1414.77021
3278.42763	1422.26524
3607.40734	1318.97099
3528.76719	1331.66350
3639.32447	1312.80001
3496.85006	1337.83448
3420.26138	1356.11125
3555.84324	1324.34418
3262.42000	1426.98660
3380.92739	1366.38486
3480.64399	1342.37522
3475.14721	1345.15381
3355.40437	1372.69267
3333.04369	1406.90053
3396.93502	1361.66350
3387.61808	1363.43057
3214.42586	1500.28236
3601.71213	1321.56895
3491.15485	1340.43245
3464.63635	1347.09658
3310.64134	1413.00314
3364.72131	1370.92560
3233.04969	1465.55949
3364.72131	1370.92560
3263.05517	1424.03231
3310.64134	1413.00314
3214.42586	1500.28236
3237.42172	1463.12021
	
NSGA-II_3:	64
4049.64927	1295.15505
3197.49748	1485.70580
3771.85087	1296.35040
3210.34774	1457.22388
3208.23538	1476.44371
3666.40052	1305.48068
3728.86534	1305.11934
3607.40734	1318.97099
3546.40052	1319.62282
3239.27696	1429.58456
3237.28675	1439.28155
3339.27096	1370.92560
3337.28075	1380.62259
3744.77483	1303.66972
3449.49842	1344.97318
3623.41498	1314.24963
3285.82616	1410.04885
3623.31684	1317.52137
3310.34174	1398.56492
3269.62009	1414.58959
3361.96929	1363.24995
3426.82630	1346.66853
3330.59006	1383.57688
3204.18817	1482.75151
3326.54285	1389.88469
3208.23538	1476.44371
3650.39288	1310.20204
3301.83380	1405.32749
3503.31684	1331.66350
3285.19099	1413.00314
3301.19862	1408.28178
3268.98492	1417.54388
3253.61246	1419.31095
3426.19112	1349.62282
3230.59606	1442.23584
3639.32447	1312.80001
3487.40734	1333.11312
3519.32447	1326.94214
3410.81866	1351.38989
3219.85816	1451.49794
3245.96765	1426.63027
3224.04806	1449.90456
3471.20127	1337.65386
3465.70449	1340.43245
3355.27860	1366.20424
3378.17536	1358.70921
3387.49231	1356.94214
3607.40734	1318.97099
3481.71213	1335.71109
3455.19363	1342.37522
3224.68323	1446.95027
3546.40052	1319.62282
3530.39288	1324.34418
3252.97728	1422.26524
3345.96165	1367.97131
3371.48467	1361.66350
3317.03243	1395.61063
3217.03843	1454.26959
3319.85216	1392.83898
3394.18300	1353.98785
3371.48467	1361.66350
3503.41498	1328.39176
3503.41498	1328.39176
3394.18300	1353.98785
	
NSGA-II_4:	67
4049.64927	1295.15505
3187.00110	1540.46353
3771.85087	1296.35040
3187.71308	1507.92017
3301.65861	1379.69454
3301.19862	1408.28178
3666.40052	1305.48068
3546.40052	1319.62282
3200.21449	1489.84794
3222.57517	1455.64008
3728.86534	1305.11934
3223.15738	1438.35351
3200.79670	1472.56137
3193.32941	1490.83813
3607.40734	1318.97099
3744.77483	1303.66972
3426.82630	1346.66853
3426.19112	1349.62282
3449.49842	1344.97318
3215.69009	1456.63027
3650.39288	1310.20204
3503.41498	1328.39176
3623.31684	1317.52137
3268.98492	1417.54388
3487.40734	1333.11312
3639.32447	1312.80001
3519.32447	1326.94214
3237.49288	1428.07989
3410.81866	1351.38989
3285.82616	1410.04885
3269.62009	1414.58959
3252.86534	1426.31282
3236.85770	1431.03418
3207.48739	1469.60708
3229.84807	1435.39922
3394.18300	1353.98785
3356.57065	1362.75680
3245.96765	1426.63027
3295.30557	1409.18105
3253.61246	1419.31095
3279.29794	1413.90241
3383.84077	1355.43747
3215.13220	1462.28775
3471.20127	1337.65386
3465.70449	1340.43245
3530.39288	1324.34418
3285.19099	1413.00314
3333.87232	1370.43245
3324.35694	1372.01889
3308.34931	1376.74025
3349.87996	1365.71109
3340.56301	1367.47815
3317.66625	1374.97318
3481.71213	1335.71109
3455.19363	1342.37522
3367.83313	1360.15883
3214.49702	1465.24205
3530.39288	1324.34418
3503.31684	1331.66350
3623.41498	1314.24963
3383.20559	1358.39176
3252.97728	1422.26524
3623.41498	1314.24963
3503.31684	1331.66350
3378.17536	1358.70921
3253.61246	1419.31095
3236.85770	1431.03418
	
NSGA-II_5:	70
4049.64927	1295.15505
3196.44382	1545.18489
4049.64927	1295.15505
3771.85087	1296.35040
3197.15579	1512.64153
3310.64134	1413.00314
3311.10133	1384.41590
3232.60010	1443.07487
3210.23942	1477.28273
3202.77212	1495.55949
3232.01789	1460.36144
3209.65721	1494.56930
3728.86534	1305.11934
3666.40052	1305.48068
3555.84324	1324.34418
3591.20127	1323.51172
3744.77483	1303.66972
3496.85006	1337.83448
3436.26902	1351.38989
3343.31504	1375.15381
3458.94114	1349.69454
3225.13280	1461.35163
3539.83560	1329.06554
3771.85087	1296.35040
3623.41498	1314.24963
3623.31684	1317.52137
3512.75956	1336.38486
3393.28349	1360.15883
3263.05517	1424.03231
3435.63384	1354.34418
3278.42763	1422.26524
3607.40734	1318.97099
3528.76719	1331.66350
3639.32447	1312.80001
3262.42000	1426.98660
3420.26138	1356.11125
3295.26888	1414.77021
3279.06281	1419.31095
3262.30806	1431.03418
3216.93011	1474.32844
3239.29079	1440.12057
3403.62571	1358.70921
3304.74829	1413.90241
3255.41037	1431.35163
3288.74065	1418.62377
3728.86534	1305.11934
3366.01337	1367.47815
3480.64399	1342.37522
3475.14721	1345.15381
3224.57492	1467.00911
3650.39288	1310.20204
3294.63371	1417.72450
3333.79966	1376.74025
3317.79202	1381.46161
3359.32268	1370.43245
3350.00573	1372.19951
3327.10897	1379.69454
3601.71213	1321.56895
3491.15485	1340.43245
3464.63635	1347.09658
3377.27585	1364.88019
3246.93560	1432.80125
3246.30042	1435.75554
3223.93974	1469.96341
