Numfront:	
61	

AUGMECON-II:	3
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
	
NSGA-II_1:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_2:	4
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
	
NSGA-II_3:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_4:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_5:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_6:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_7:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_8:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_9:	4
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
	
NSGA-II_10:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_11:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_12:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_13:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_14:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_15:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_16:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_17:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_18:	4
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
	
NSGA-II_19:	4
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
	
NSGA-II_20:	4
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
	
NSGA-II_21:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_22:	4
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
	
NSGA-II_23:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_24:	4
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
	
NSGA-II_25:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_26:	4
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
	
NSGA-II_27:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_28:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_29:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
NSGA-II_30:	3
1035.49391	531.00198
832.68702	545.87183
1031.62383	541.38355
	
Math-AUGMECON-II_1:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_2:	4
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_3:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_4:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_5:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_6:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_7:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_8:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_9:	4
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_10:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_11:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_12:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_13:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_14:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_15:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_16:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_17:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_18:	4
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_19:	4
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_20:	4
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_21:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_22:	4
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_23:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_24:	4
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_25:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_26:	4
832.68702	545.87183
1031.62383	541.38355
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_27:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_28:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_29:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
	
Math-AUGMECON-II_30:	3
832.68702	545.87183
1035.49391	531.00198
1031.62383	541.38355
