Numfront:	
61	

AUGMECON-II:	20
3737.38144	1805.02814
3742.87109	1773.11422
3757.68377	1737.69775
3768.32872	1725.98202
3782.70000	1702.94313
3797.51268	1667.52666
3810.07949	1652.03637
3834.12977	1627.07509
3865.79657	1597.51115
3888.41039	1571.95618
3910.74582	1541.93093
3939.42035	1525.03064
3976.27684	1500.43272
3998.64564	1470.13706
4055.07530	1447.60410
4150.81863	1414.24034
4210.70897	1396.20930
4364.87392	1369.92231
4467.22963	1341.89127
4988.16761	1318.68524
	
NSGA-II_1:	72
4583.65586	1330.90107
3775.45219	1807.40906
3776.76659	1771.96902
3780.01215	1731.96902
4549.96269	1339.67002
3791.05732	1685.37487
3775.45219	1807.40906
4364.87392	1369.92231
4322.32970	1376.34111
3977.40646	1479.20163
3786.46751	1714.12081
4177.01580	1404.97825
4467.22963	1341.89127
4501.19048	1340.90107
4210.70897	1396.20930
4150.81863	1414.24034
3816.53485	1634.18816
3814.61445	1648.79081
3916.26076	1548.69786
4262.43937	1394.37215
3862.24735	1603.21033
4144.98271	1426.60102
4077.01580	1444.97825
3842.73692	1609.22687
4081.27246	1438.34200
3918.18117	1534.09520
3836.05018	1612.47243
4055.07530	1447.60410
4242.23843	1395.91369
3834.12977	1627.07509
3780.01215	1731.96902
3786.46751	1714.12081
3976.31021	1500.16231
3957.89113	1500.91735
4288.63654	1385.11006
4433.53646	1350.66021
4501.19048	1340.90107
4210.70897	1396.20930
3797.51268	1667.52666
4275.93160	1387.14474
3804.19942	1664.28111
4050.29195	1457.48590
3829.59482	1630.32064
3892.25401	1571.75977
3795.59227	1682.12932
3875.76014	1579.29458
4105.87868	1437.73591
3895.27547	1557.57885
4391.07108	1360.66021
4132.07585	1428.47381
4118.78554	1435.86312
3947.92756	1519.13392
3939.42035	1525.03064
4045.04374	1459.33343
3886.89825	1579.20163
4030.36982	1459.93953
4424.76425	1351.89127
4024.84281	1460.87497
4004.17265	1469.20163
3998.64564	1470.13706
3955.07103	1509.22687
3872.94004	1587.60410
3808.15763	1655.81093
3865.79657	1597.51114
3924.86792	1530.84965
3976.31021	1500.16231
3905.35259	1552.56538
3895.27547	1557.57885
4246.17116	1395.11006
4407.33929	1359.92231
4407.33929	1359.92231
4391.07108	1360.66021
	
NSGA-II_2:	60
4583.65586	1330.90107
3843.04188	1654.54021
3864.20721	1612.11380
3844.69188	1633.82953
4364.87392	1369.92231
3946.33820	1533.73658
4322.32970	1376.34111
4210.70897	1396.20930
4501.19048	1340.90107
3890.40437	1602.85171
3999.34333	1492.11380
3990.58694	1495.98132
3908.45595	1574.35854
3843.04188	1654.54021
4549.96269	1339.67002
3927.97128	1552.64281
3917.21234	1570.49103
4144.98271	1426.60102
4010.10227	1474.26559
3979.82800	1513.82953
3897.69701	1592.20676
4288.63654	1385.11006
4242.23843	1395.91369
4391.07108	1360.66021
4433.53646	1350.66021
3926.82287	1555.45231
4035.55997	1469.31983
4407.33929	1359.92231
4467.22963	1341.89127
4038.24140	1457.60410
4467.22963	1341.89127
4549.96269	1339.67002
4177.01580	1404.97825
3897.69701	1592.20676
3979.82800	1513.82953
4275.93160	1387.14474
4150.81863	1414.24034
4150.81863	1414.24034
4177.01580	1404.97825
4081.27246	1438.34200
4055.07530	1447.60410
4081.27246	1438.34200
4010.10227	1474.26559
4105.87868	1437.73591
3972.53537	1524.47448
4246.17116	1395.11006
4055.07530	1447.60410
3966.76031	1532.90270
4127.90067	1434.24034
4424.76425	1351.89127
4262.43937	1394.37215
4036.29944	1465.00349
4132.07585	1428.47381
4132.07585	1428.47381
4105.87868	1437.73591
3968.78683	1527.16270
4118.78554	1435.86312
4262.43937	1394.37215
3966.76031	1532.90270
4424.76425	1351.89127
	
NSGA-II_3:	70
4583.65586	1330.90107
3757.68377	1737.69775
3977.40646	1479.20163
3834.35970	1630.84965
3976.31021	1500.16231
4322.32970	1376.34111
3916.49069	1552.47243
4467.22963	1341.89127
4210.70897	1396.20930
4177.01580	1404.97825
4549.96269	1339.67002
4501.19048	1340.90107
3776.70594	1704.35924
4549.96269	1339.67002
3797.51268	1667.52666
4050.81863	1454.24034
3836.05018	1612.47243
3918.18117	1534.09520
4144.98271	1426.60102
4364.87392	1369.92231
3957.89113	1500.91735
3895.27547	1557.57885
3816.53485	1634.18816
4288.63654	1385.11006
4242.23843	1395.91369
4433.53646	1350.66021
3787.84405	1704.26629
4501.19048	1340.90107
3796.14220	1696.15618
3862.24735	1603.21033
4077.01580	1444.97825
4391.07108	1360.66021
3808.15763	1655.81093
3757.68377	1737.69775
3770.29410	1720.30808
3810.12301	1650.13699
3892.25401	1571.75977
4275.93160	1387.14474
4118.78554	1435.86312
4583.65586	1330.90107
4407.33929	1359.92231
4210.70897	1396.20930
3898.66585	1555.81093
4246.17116	1395.11006
3796.22127	1682.64351
4024.84281	1460.87497
4099.97399	1444.37215
3875.76014	1579.29458
3886.89825	1579.20163
4364.87392	1369.92231
4177.01580	1404.97825
4150.81863	1414.24034
3924.86792	1530.84965
3842.73692	1609.22687
4064.06299	1451.17059
3768.32872	1725.98202
4037.86582	1460.43268
4150.81863	1414.24034
4424.76425	1351.89127
4126.17116	1435.11006
3944.37834	1524.83311
3998.64564	1470.13706
3804.19942	1664.28111
3949.51391	1522.54013
3869.34830	1595.24342
4004.17265	1469.20163
3955.07103	1509.22687
3872.94004	1587.60410
4104.93408	1441.30239
3816.53485	1634.18816
	
NSGA-II_4:	80
4649.00023	1338.54039
3830.36435	1868.02042
3834.92432	1792.58038
3831.88927	1861.12914
4387.67407	1383.98043
4445.22010	1381.24632
4532.57400	1349.53059
4615.30706	1347.30934
4566.53485	1348.54039
4242.36016	1412.61757
4522.90357	1355.58610
4456.41545	1368.29953
3949.69448	1606.56743
3977.14657	1562.01159
3917.92128	1616.90516
3916.00088	1631.50782
3890.07371	1669.17239
4194.23440	1445.99493
4276.05333	1403.84862
4498.88083	1358.29953
4353.98090	1392.74938
4307.58280	1403.55301
4141.83348	1455.86312
4050.90034	1505.25714
4000.05228	1538.52794
3864.99166	1712.64772
3861.92677	1734.50239
4068.94799	1477.57885
4016.40945	1529.22687
3986.81700	1555.95607
3883.61689	1676.19251
3866.51658	1705.75645
3998.13187	1553.13060
4378.00364	1390.03594
4266.38290	1409.90414
3954.81114	1592.03683
4446.74502	1374.35505
4232.68973	1418.67308
4160.60802	1454.99723
4175.52665	1447.09418
3927.59172	1610.84965
3908.35129	1645.26866
4114.20991	1465.80086
3891.99412	1654.56973
4027.97820	1526.21782
3909.54406	1638.52794
3879.65868	1684.66268
3934.27846	1607.60410
4033.35040	1521.29893
4095.71419	1467.57885
3974.12511	1576.19251
3964.48157	1585.98132
4086.04375	1473.63436
4480.43819	1365.58610
4036.94213	1513.65961
3968.76935	1583.63436
4231.16481	1425.56435
4217.06779	1435.17578
4057.75264	1490.52563
3852.57503	1761.78538
4344.31047	1398.80489
4639.32980	1344.59591
4331.60554	1400.83957
4129.40735	1458.80991
4207.39736	1441.23130
4311.51553	1402.74938
4059.27756	1483.63436
3842.90460	1767.84089
3855.47141	1752.35060
4639.32980	1344.59591
4345.20870	1393.98043
4490.10862	1359.53059
4489.21040	1364.35505
3871.44702	1694.79951
3860.40185	1741.39366
3841.37968	1774.73217
3836.44924	1785.68911
3872.97194	1687.90824
3898.68086	1651.32418
4006.73902	1535.28239
	
NSGA-II_5:	62
4583.65586	1330.90107
3799.50887	1766.33407
4549.96269	1339.67002
4364.87392	1369.92231
4322.32970	1376.34111
4010.10227	1474.26559
3804.95592	1705.62340
4501.19048	1340.90107
4177.01580	1404.97825
4467.22963	1341.89127
3846.90559	1639.28879
4210.70897	1396.20930
4144.98271	1426.60102
4077.01580	1444.97825
3819.91877	1699.33026
4081.27246	1438.34200
3999.34333	1492.11380
3990.58694	1495.98132
3908.45595	1574.35854
3917.21234	1570.49103
3803.30592	1726.33407
3801.15887	1745.62340
3824.47125	1683.90767
3976.45797	1525.82066
3845.25559	1659.99947
3866.42092	1617.57307
3857.69701	1632.20676
4038.24140	1457.60410
4433.53646	1350.66021
4288.63654	1385.11006
3979.82800	1513.82953
3897.69701	1592.20676
3835.89996	1679.23730
4032.33671	1464.24034
4132.07585	1428.47381
4242.23843	1395.91369
4391.07108	1360.66021
3927.97128	1552.64281
3948.55191	1539.19584
4407.33929	1359.92231
4262.43937	1394.37215
3971.72575	1531.02074
4150.81863	1414.24034
4105.87868	1437.73591
4055.07530	1447.60410
4126.17116	1435.11006
3894.32698	1604.19789
4150.81863	1414.24034
