Numfront:	
61	

AUGMECON-II:	19
5265.30475	2030.23987
5273.92525	2015.05749
5281.07990	2006.28854
5282.89822	1995.31398
5298.00166	1985.63671
5319.02112	1976.45048
5343.55259	1952.75565
5367.42758	1943.40060
5402.39263	1930.68359
5427.51855	1923.04427
5501.54475	1912.33359
5577.35343	1900.67345
5669.64463	1890.03864
5729.64463	1880.03864
5852.07879	1866.34381
6025.80085	1856.63441
6242.32470	1847.96659
6492.65744	1836.47573
6729.99787	1823.37027
	
NSGA-II_1:	80
6819.98508	1907.24903
5596.44918	2179.80055
6591.19902	1911.48411
6591.19902	1911.48411
6430.06137	1913.26557
5604.58978	2169.76159
5607.53364	2143.94269
6310.06137	1923.26557
6043.65367	1948.87378
6088.87887	1948.16077
6243.86420	1924.88835
6430.06137	1913.26557
6363.86420	1914.88835
6089.95883	1942.81827
6136.29654	1938.58318
5617.66298	2123.21098
5620.74114	2110.58165
5832.79607	2002.91970
5746.76797	2017.55008
5800.55180	2003.85525
5692.50942	2036.61453
5645.06480	2054.70473
5950.65618	1967.74416
6030.93366	1958.45137
5779.01224	2016.61453
5960.59045	1965.96270
5906.80662	1979.65753
5996.96135	1961.68864
6317.52649	1919.12343
6181.39517	1932.36910
5651.56762	2050.56260
6343.11043	1918.09504
6176.80526	1934.15056
5946.64219	1974.44462
6151.22133	1935.17895
5943.17752	1975.38348
5866.60897	1993.60202
6197.52649	1929.12343
5896.87235	1981.43899
5623.16952	2102.27213
5627.18351	2095.57166
5856.67470	1995.38348
5846.85696	1997.79974
6042.57371	1954.21628
5736.83369	2019.33154
5790.61752	2005.63671
5696.63604	2033.27603
5836.92269	1999.58119
5613.64899	2129.91145
5629.28488	2088.24089
5611.54762	2137.24223
6227.70034	1926.31359
5636.43952	2079.47194
5643.42701	2060.60157
5661.50189	2048.78114
5600.46317	2173.10009
5732.70707	2022.67005
5728.69309	2029.37051
5640.45351	2072.77148
5637.31165	2074.63281
5626.85649	2096.55040
5641.32564	2067.93234
6223.11043	1928.09504
5633.29886	2081.54042
5728.69309	2029.37051
6040.86794	1956.66991
6006.89562	1959.90719
5892.85836	1988.13945
5706.57032	2031.49457
5688.49544	2043.31500
5623.16952	2102.27213
5892.46932	1990.32738
5643.42701	2060.60157
5688.49544	2043.31500
6089.95883	1942.81827
6347.70034	1916.31359
5882.53505	1992.10883
5786.49090	2008.97521
5783.13886	2013.27603
6363.86420	1914.88835
	
NSGA-II_2:	74
6097.27254	1960.73167
5653.71039	2140.76313
6036.05470	1980.13677
5996.54634	1980.73167
6046.66655	1976.78718
6077.69408	1969.25680
5670.76360	2130.76313
5673.17764	2121.39571
5659.23538	2133.12381
5930.40476	1995.97294
5704.17157	2103.82212
5733.39466	2084.54765
5974.83061	1981.37662
5952.54577	1984.72621
5798.17440	2050.91855
5714.08239	2097.12165
5840.17852	2030.23132
5723.04898	2091.94611
5731.49730	2089.48233
5678.70263	2113.75639
5690.23085	2111.39571
5737.63516	2082.97952
5738.91965	2076.90833
6086.66068	1964.08126
5959.00584	1983.01048
5908.39986	1999.06599
5697.71150	2105.53785
5743.16015	2075.34020
5660.95111	2132.47886
5846.01297	2028.08396
5884.52487	2008.42104
5783.26600	2055.09805
5945.06513	1990.58407
5718.91965	2096.90833
5869.88796	2018.72891
5774.29941	2060.27359
5768.62909	2065.40593
5875.55828	2013.59658
5838.89403	2036.30251
5912.64036	1997.49786
5811.38149	2044.17487
5963.24634	1981.44235
5822.96576	2044.10914
5829.14589	2042.64995
5901.93978	2000.78172
5800.68091	2047.45873
5856.42122	2023.72162
6084.06545	1967.47534
5851.70674	2027.87064
5950.03925	1988.18602
5755.16235	2070.39863
5935.13085	1992.36553
5833.87198	2039.04254
5778.53991	2058.70546
5879.79878	2012.02845
5694.94533	2107.24669
5791.71432	2052.63427
5892.97319	2005.95726
5838.11248	2037.47441
5924.22463	1997.43213
5680.41836	2113.11144
5750.44787	2074.54765
5898.69964	2005.07145
5855.94724	2026.30251
5754.68837	2072.97952
5807.14099	2045.74300
5762.16901	2067.12165
6040.29519	1978.56864
6090.90117	1962.51312
5924.22463	1997.43213
5939.37135	1990.79739
5899.43327	2004.24154
5860.66172	2022.15349
5865.64746	2020.29705
	
NSGA-II_3:	85
6216.77149	1887.91614
5544.60799	2098.89412
5949.15542	1905.68738
6033.18711	1903.97166
5564.61825	2033.13423
5546.44053	2076.73108
5560.05215	2054.81771
6113.00318	1895.68738
5545.04753	2098.44681
6180.46633	1893.97166
5867.86576	1914.81099
5922.60788	1913.97166
6106.63182	1897.46884
6052.92373	1897.91614
5595.80346	1997.07872
5617.78090	1981.22086
5576.33398	2018.99210
5716.68952	1946.42689
5595.01971	2005.16534
6207.80490	1893.09169
5610.02715	1988.99210
5575.55023	2027.07872
5628.71288	1975.16534
5558.15626	2062.58895
6043.95714	1903.09169
5560.05215	2054.81771
5557.37251	2070.67557
5629.49663	1967.07872
5576.33398	2018.99210
5638.46322	1961.90318
5782.65094	1932.09398
5584.08773	2011.22086
6210.40013	1889.69760
5584.08773	2011.22086
5698.45141	1947.81662
5826.54342	1922.97395
5682.20318	1949.92407
5801.49440	1926.59245
5791.61753	1926.91844
5930.48957	1911.61098
5604.77005	1991.90318
5679.78557	1953.74021
5573.43305	2027.27637
5836.42029	1922.64796
5772.95168	1932.84203
5723.53733	1945.84766
5766.54342	1932.97395
5626.74749	1976.04531
5593.05432	2006.04531
5739.78557	1943.74021
5820.17206	1924.75541
5807.86576	1924.81099
5552.29840	2074.37040
5656.68952	1956.42689
5698.01186	1948.26393
5845.24617	1918.69990
5785.24617	1928.69990
5842.65094	1922.09398
5654.71146	1959.79573
5629.49663	1967.07872
5760.17206	1934.75541
5861.49440	1916.59245
5851.61753	1916.91844
5924.11821	1913.39243
5758.45141	1937.81662
5732.79704	1945.54692
5681.76363	1950.37137
5672.79704	1955.54692
6046.55237	1899.69760
6207.80490	1893.09169
5940.18882	1910.86293
5733.37730	1943.87214
5672.93775	1954.31944
5654.57074	1961.02321
5747.87757	1938.89755
5939.74928	1911.31023
5942.34451	1907.91614
6046.55237	1899.69760
5742.20318	1939.92407
5557.37251	2070.67557
5757.13728	1938.59680
5942.34451	1907.91614
5663.53733	1955.84766
5647.72293	1961.60243
5741.50621	1940.67900
	
NSGA-II_4:	73
6754.95866	1900.58263
5628.98064	2147.23957
6619.60209	1904.52711
6246.23119	1936.11092
5634.03632	2132.03353
6477.21827	1917.53963
5634.87899	2110.71150
6315.13023	1924.10817
6164.41707	1938.05266
5979.58031	1967.27936
6393.53235	1918.47160
5673.16402	2018.90902
6103.84737	1949.12343
5847.77726	1979.77527
5908.34696	1968.70449
6393.53235	1918.47160
6033.36414	1953.58453
5777.29403	1984.23636
5650.15763	2085.99014
5650.51487	2069.04094
6528.88893	1914.52711
5668.10834	2034.11505
6291.78394	1931.26282
5639.93467	2095.50547
5655.57055	2053.83491
5634.87899	2110.71150
5650.51487	2069.04094
6590.31276	1912.81139
6251.14853	1931.48411
5666.17653	2037.77939
5683.38698	2009.39369
5665.79351	2044.31958
5896.96954	1975.04703
5700.80189	2001.75437
5632.96561	2140.71150
5901.88689	1970.42022
5656.50419	2052.60385
5674.09766	2017.67796
6596.25580	1911.68176
5632.96561	2140.71150
6153.03965	1944.39519
5754.58572	1988.05954
5753.41904	1993.59141
5699.63521	2007.28624
5665.79351	2044.31958
5628.98064	2147.23957
6004.07482	1961.86880
5878.54060	1977.57486
6300.34081	1926.75587
5649.67220	2090.36297
6157.95700	1939.76838
6300.34081	1926.75587
6010.65583	1957.40770
6141.07079	1945.20730
5693.32125	2007.61223
5717.05013	1999.64692
5770.83396	1985.95209
5995.07842	1962.13595
6017.11591	1955.69198
6120.09560	1947.01598
5864.02549	1977.66782
5987.82658	1963.97625
5737.17081	1995.69886
5723.51020	1997.93119
5650.15763	2085.99014
5885.00068	1975.85914
5640.86830	2094.27441
6134.61071	1946.92303
6026.90406	1955.30026
5707.26197	2000.03864
5761.04580	1986.34381
5747.10508	1993.91740
6135.12775	1946.33693
	
NSGA-II_5:	57
6767.32784	1882.26410
5897.80035	2105.01841
6602.21687	1893.49515
6451.06080	1894.00818
6613.14884	1887.43964
6727.51540	1886.56305
6376.14713	1907.43964
6216.45702	1929.80032
5933.38749	2029.51329
5926.40000	2048.38367
6440.12883	1900.06369
6300.34765	1907.95267
6140.65754	1930.31335
5905.04106	2087.53777
6009.82096	1980.64292
5916.81697	2065.46213
5915.97304	2081.48225
5916.81697	2065.46213
6000.85436	1995.30543
