Numfront:	
61	

AUGMECON-II:	18
7257.31229	2623.04575
7258.82607	2588.48962
7268.35341	2524.16547
7280.85077	2507.88054
7312.52469	2473.60695
7344.23899	2450.97165
7375.02582	2422.15790
7417.88936	2394.00506
7467.58655	2364.37786
7514.23296	2336.65636
7608.35094	2305.78394
7684.39942	2278.85118
7727.26293	2250.69836
7805.21406	2222.16180
7896.02064	2192.33552
8005.25647	2163.96450
8140.99932	2135.62885
8409.59461	2107.05397
	
NSGA-II_1:	68
9398.64705	2131.39061
7624.73888	2591.30802
8768.02754	2159.16174
9123.98836	2157.82770
8430.14405	2207.61006
8715.62996	2167.31455
8436.19957	2193.66557
8611.99681	2174.72900
8348.16411	2208.21868
7874.11192	2361.20445
8296.50443	2216.37149
7755.50715	2438.08884
9167.48508	2151.77218
8536.86557	2179.54331
8116.16257	2273.10866
7696.25849	2493.86623
8267.09054	2237.60255
9346.24947	2139.54342
7819.80279	2406.01188
9295.05824	2146.95787
7784.27111	2416.77171
7779.47446	2430.84155
8103.15694	2288.96652
8290.44892	2230.31598
7798.98291	2414.98369
9242.61632	2146.95787
7753.39122	2451.09287
7669.01826	2517.04528
7908.83000	2353.13770
8048.39827	2318.41177
8172.97007	2250.48881
7930.91943	2338.58459
8054.45379	2304.46728
7861.10629	2377.06231
7742.50152	2453.94670
8207.03822	2242.33599
7964.98757	2330.43178
8051.84646	2313.81545
8170.75636	2259.75090
8484.46799	2187.69613
7682.02389	2501.18742
8025.03989	2325.69834
7928.70572	2347.84669
8086.74867	2294.33972
7844.69803	2382.43550
7729.96198	2461.57914
7700.54809	2482.81020
7901.50553	2359.81565
7629.02847	2580.25198
7659.77562	2549.88278
7677.73430	2512.24346
7723.97733	2472.32393
8150.88065	2265.04191
7664.72866	2528.10132
7664.06521	2538.82674
8507.95851	2185.29028
7639.41526	2570.54247
7828.39681	2393.75263
7716.95635	2477.43701
7664.72866	2528.10132
7997.25266	2327.17320
8239.30331	2239.07742
8167.30818	2264.34722
7711.43779	2479.95636
7855.28413	2380.07482
7647.55267	2561.87476
7651.05958	2554.68460
7826.82377	2400.89880
	
NSGA-II_2:	88
8748.19859	2134.82857
7378.48794	2545.90843
8105.79832	2159.26119
8608.50346	2157.53449
7381.16664	2488.33483
7379.31484	2543.83637
7966.10318	2181.96711
8020.18406	2181.04265
8103.63700	2163.33760
7926.00863	2187.89071
7648.54457	2300.59137
7885.83822	2207.42638
8662.58433	2156.61002
7913.84955	2201.87614
8065.70376	2165.18478
7963.94187	2186.04352
7847.90498	2209.27356
7420.59933	2430.32959
7509.69407	2384.31503
7578.29006	2337.29872
7431.18543	2427.96891
7726.64822	2279.20852
8747.37169	2136.90062
8708.10404	2140.75216
7687.38057	2283.06005
7609.27692	2304.44291
7495.09609	2391.90918
7390.29500	2469.97327
7392.24965	2463.33431
7403.30064	2454.11540
7779.30899	2256.28987
7923.02042	2194.03917
7450.84012	2407.02648
7465.76168	2400.94572
7419.85326	2439.88229
7685.04712	2294.77578
7790.29561	2251.72788
7540.68093	2351.45922
7396.26152	2458.10084
7606.94347	2316.15863
7381.99354	2486.26278
7385.45623	2477.27880
7817.66418	2232.57667
7499.10796	2386.67571
7887.99953	2203.34997
7537.60160	2362.17678
7447.76079	2417.74404
8053.54469	2179.17021
8695.94496	2154.73759
7758.06417	2264.84082
7539.85403	2353.53127
7802.52915	2244.97274
7754.17590	2273.90105
7437.17468	2420.10472
7553.00196	2344.89287
7579.03613	2327.74602
7466.58858	2398.87366
7767.18153	2258.04319
7792.45692	2247.65147
7583.24276	2321.58976
7675.22149	2297.04549
7409.26715	2442.24297
7821.87082	2226.42041
7686.55367	2285.13211
7608.45002	2306.51496
8702.67888	2150.68643
7649.37147	2298.51931
7510.44014	2374.76233
7834.41149	2225.26334
7405.25528	2447.47645
7815.50287	2236.65308
7450.01322	2409.09854
7746.73199	2276.75420
7386.28314	2475.20674
7845.74367	2213.34997
7836.57280	2221.18694
7567.70395	2339.65940
7511.26704	2372.69027
8670.09494	2156.21142
8027.69467	2180.64404
8707.27714	2142.82421
7524.50999	2370.67813
8060.27861	2175.11905
7527.01550	2364.53746
7606.11657	2318.23069
7923.84732	2191.96711
8063.54245	2169.26119
7407.59370	2446.18746
	
NSGA-II_3:	73
9006.98137	2147.66225
8068.44174	2833.39503
8528.83660	2176.76566
8977.56747	2168.89330
8069.42077	2726.18172
8069.04754	2822.40216
8069.33279	2770.34911
8069.13552	2778.23478
8071.55676	2692.59864
8217.75529	2369.87511
8375.76837	2268.19239
8071.69467	2662.73654
8339.89623	2291.65656
8170.32875	2432.61997
8070.31538	2698.79206
8180.91485	2430.25929
8072.39767	2655.55915
8074.34110	2618.90979
8074.67156	2592.11397
8984.37339	2158.89330
8435.51732	2229.32890
8104.20942	2505.81998
8103.00744	2526.37384
8072.58927	2635.34688
8130.71224	2468.73106
8112.94266	2478.73106
8355.64469	2283.50374
8210.59810	2382.44032
8396.56585	2263.51063
8132.94266	2457.50001
8079.10721	2548.28721
8189.02205	2418.19508
8092.11284	2532.42935
8320.42741	2300.29984
8469.08765	2215.62916
8265.72748	2342.63439
8197.75529	2391.10616
8275.26505	2329.68371
8346.35447	2289.42345
8304.67895	2308.45266
8415.39364	2244.64025
8499.42270	2197.99672
8499.04515	2206.86710
8233.50374	2361.72229
8300.30373	2315.61119
8159.58572	2443.29168
8215.52486	2381.10616
8073.79160	2632.11397
8074.67156	2592.11397
8360.01991	2276.34521
8148.69112	2449.34719
8195.52486	2402.33722
8110.71224	2489.96212
8284.55527	2323.76401
8249.29400	2353.78543
8077.35538	2564.72430
8076.42339	2575.67688
8517.87294	2187.99672
8255.14138	2344.99507
9006.98137	2147.66225
8488.45904	2209.22778
8433.92673	2244.40844
8316.09399	2307.67433
8237.87896	2354.56375
8510.00881	2195.63604
8453.33919	2223.78198
8434.51140	2242.65235
8462.03661	2222.87676
8368.71733	2275.43999
8397.99823	2255.88942
8087.16820	2540.00294
8406.10342	2250.55995
8068.44174	2833.39503
	
NSGA-II_4:	78
8203.20626	2132.31107
7326.80579	2554.89275
7867.77250	2205.02937
8093.69093	2159.61752
8030.31799	2160.94059
7717.52905	2273.41638
8168.12857	2146.25556
7848.94471	2223.89974
7371.69984	2485.93630
8170.01313	2138.23466
7345.12548	2510.17139
8024.32577	2172.27474
7343.97614	2531.13111
7573.21553	2315.73189
7612.47796	2314.99268
7918.91811	2196.26793
7809.68228	2224.63895
7338.21880	2550.46001
7482.54782	2373.37121
7572.38863	2317.80395
7469.03494	2385.24364
7376.59867	2466.61911
7711.53683	2284.75053
7900.96563	2199.10577
8134.93544	2152.17915
7765.10170	2261.88655
7507.19579	2369.13644
7863.08651	2216.35468
7663.67199	2292.27077
7631.30575	2296.12230
7749.89528	2269.56484
7944.09469	2183.64651
7626.61977	2307.44762
7483.37472	2371.29916
7995.24030	2174.88507
7682.45136	2287.36087
8116.15606	2157.08905
7359.46526	2496.22690
7438.79414	2408.54676
7450.20715	2404.11402
7750.72219	2267.49279
7356.53848	2505.73865
7468.20804	2387.31570
7558.87575	2329.67638
7512.51070	2362.13849
7542.97474	2339.03501
8029.49109	2163.01264
7712.36373	2282.67848
7395.22806	2441.61858
7380.88827	2455.56307
7795.34250	2238.58344
7421.17925	2429.37151
7630.47885	2298.19436
7779.44149	2247.94207
7391.76536	2450.60256
7453.13393	2394.60227
7424.64195	2420.38753
7977.28783	2177.72292
7953.99580	2182.32344
7808.85538	2226.71101
7526.02358	2350.26606
7553.56084	2336.67433
7405.81416	2439.25790
7766.46776	2256.26173
7411.12907	2432.25996
7681.62446	2289.43292
7664.49889	2290.19871
7994.41340	2176.95713
7341.14557	2540.94826
8116.98296	2155.01700
7391.47438	2453.20239
7425.46885	2418.31547
7345.95238	2508.09933
7526.85048	2348.19401
7623.17330	2311.88036
7790.85449	2243.50933
7377.42558	2464.54705
7453.96083	2392.53021
	
NSGA-II_5:	87
8391.48522	2115.82323
7471.56338	2732.91627
8320.08902	2127.98952
8225.64930	2128.18391
7483.18856	2656.65072
7487.38104	2564.52100
7473.07716	2698.36015
7471.56338	2732.91627
7484.70234	2622.09459
7485.86726	2599.07712
8085.95417	2150.88983
7883.40317	2252.23180
7806.27812	2258.82694
7803.56666	2268.91989
7839.47125	2252.90335
7904.12622	2246.25945
8129.88609	2150.21828
7495.90919	2531.87170
7942.18594	2217.77422
7600.41563	2389.33877
8017.68334	2170.75791
8353.28215	2122.06593
8330.79970	2123.91312
8040.16580	2168.91073
8052.76103	2156.81343
