Numfront:	
61	
	
AUGMECON-II:	21
2978.78248	1771.12231
2979.76788	1722.87334
2981.39698	1708.41635
2987.36010	1673.82002
2991.14389	1636.18070
2995.27243	1623.71348
3004.61460	1594.49377
3021.70274	1565.69600
3045.84281	1537.34412
3058.70964	1509.97694
3086.31614	1478.22060
3114.27892	1445.26082
3129.15896	1415.41950
3166.43006	1390.14429
3217.10708	1357.04571
3272.38573	1334.68503
3356.70512	1305.29789
3447.32255	1277.60303
3544.28276	1248.43544
3774.06013	1218.64748
4290.24399	1191.16684
	
NSGA-II_1:	66
3973.67809	1198.80616
3130.34610	1521.42303
3130.76665	1517.86012
3138.60105	1441.85804
3632.76411	1239.05845
3967.95168	1204.72975
3558.87256	1241.35340
3894.06013	1207.02470
3774.06013	1218.64748
3847.95168	1216.35253
3678.87256	1229.73063
3149.73425	1433.38984
3150.97608	1410.14429
3742.82907	1228.64748
3189.64828	1391.41225
3189.92714	1370.70157
3638.49052	1233.13486
3853.67809	1210.42894
3398.52554	1291.35340
3226.82856	1358.34089
3392.04391	1299.96367
3328.79595	1313.65850
3527.64151	1251.35340
3231.69689	1349.96367
3423.27496	1289.96367
3517.05214	1255.29789
3175.39329	1401.93263
3196.82856	1369.96367
3758.49052	1221.51208
3367.29449	1301.35340
3262.92794	1339.96367
3221.15820	1360.70157
3252.10720	1347.60299
3511.32573	1261.22148
3489.14297	1263.65850
3350.97871	1311.22148
3157.87749	1409.40639
3553.14615	1247.27700
3752.76411	1227.43567
3465.09539	1276.01918
3304.74837	1326.01918
3312.48017	1323.52658
3472.82720	1273.52658
3441.59614	1283.52658
3281.24912	1333.52658
3318.20658	1317.60299
3478.55361	1267.60299
3286.97553	1327.60299
3553.14615	1247.27700
3514.64762	1259.58209
3447.32255	1277.60299
3356.70512	1305.29789
3354.30060	1309.58209
3485.82108	1265.29789
3360.02701	1303.65850
3325.47406	1315.29789
3180.22151	1392.41730
3139.02160	1438.29513
3433.86433	1286.01918
3273.51731	1336.01918
3447.32255	1277.60299
3392.79913	1297.27700
3178.39732	1396.55944
3847.95168	1216.35253
3286.97553	1327.60299
3245.20578	1348.34089
	
NSGA-II_2:	68
3973.67809	1198.80616
3150.63062	1477.92686
3165.89343	1432.89012
3162.40360	1472.55367
3558.87256	1241.35340
3623.90072	1240.21690
3959.08828	1205.88820
3742.82907	1228.64748
3894.06013	1207.02470
3678.87256	1229.73063
3774.06013	1218.64748
3839.08828	1217.51098
3187.63752	1422.20780
3853.67809	1210.42894
3190.04214	1403.24287
3227.70825	1380.05134
3228.99320	1363.80015
3638.49052	1233.13486
3211.78622	1392.56055
3250.73729	1353.11783
3194.91047	1394.86565
3430.54244	1287.65857
3447.32255	1277.60299
3752.76411	1227.43567
3255.60562	1344.74061
3847.95168	1216.35253
3392.79913	1297.27700
3286.97553	1327.60299
3398.52554	1291.35340
3266.65931	1340.60862
3527.64151	1251.35340
3172.79485	1432.15222
3156.74415	1473.78473
3553.14615	1247.27700
3281.24912	1333.52658
3272.38573	1334.68503
3632.76411	1239.05845
3967.95168	1204.72975
3216.65455	1384.18333
3184.56783	1426.77903
3342.11531	1312.37993
3328.79595	1313.65850
3502.46233	1262.37993
3190.04214	1403.24287
3233.86153	1355.42293
3318.20658	1317.60299
3478.55361	1267.60299
3758.49052	1221.51208
3233.86153	1355.42293
3303.61678	1324.68503
3463.96380	1274.68503
3367.29449	1301.35340
3432.73275	1284.68503
3222.33171	1381.28080
3638.49052	1233.13486
3398.52554	1291.35340
3758.49052	1221.51208
3360.02701	1303.65850
3471.23128	1272.37993
3310.88426	1322.37993
3352.70468	1308.43544
3177.66641	1427.51693
3544.28276	1248.43544
3383.93574	1298.43544
3517.05214	1255.29789
3513.05170	1258.43544
3489.14297	1263.65850
3216.61747	1388.07421
	
NSGA-II_3:	69
3973.67809	1198.80616
3200.37155	1654.84920
3853.67809	1210.42894
3638.49052	1233.13486
3959.08828	1205.88820
3743.90072	1228.59412
3758.49052	1221.51208
3839.08828	1217.51098
3203.40710	1542.93899
3202.42326	1590.33238
3200.37155	1654.84920
3201.35538	1607.45582
3590.94369	1253.00294
3247.21838	1462.94744
3552.44515	1265.30804
3558.17156	1259.38444
3599.99199	1245.43996
3265.04584	1433.12098
3436.61875	1303.46085
3460.18766	1302.45580
3513.40160	1280.16132
3404.12228	1328.86709
3491.89739	1281.10017
3205.03776	1527.62641
3201.35538	1607.45582
3412.02764	1325.87712
3477.30759	1288.18221
3318.25047	1360.54289
3422.02895	1310.54289
3533.71782	1267.15569
3233.00319	1469.84681
3332.84027	1353.46085
3472.43926	1296.55944
3281.71030	1408.36284
3967.95168	1204.72975
3847.95168	1216.35253
3286.57863	1399.98561
3572.21635	1254.85059
3270.01009	1414.12775
3623.90072	1240.21690
3301.16843	1392.90357
3348.84364	1351.22777
3265.14176	1422.50497
3527.99141	1273.07928
3222.49440	1495.08306
3215.54654	1502.39016
3313.38214	1368.92012
3306.43506	1378.52058
3360.07090	1346.59841
3252.55344	1446.67110
3388.11891	1331.10017
3515.80612	1275.87712
3417.16062	1318.92012
3209.90609	1519.24919
3210.67821	1510.76738
3228.13486	1478.22403
3227.36273	1486.70584
3284.59989	1407.04571
3752.76411	1227.43567
3632.76411	1239.05845
3486.17098	1287.02377
3382.39250	1337.02377
3463.84937	1296.59841
3247.68511	1455.04832
3373.52911	1338.18221
3258.48026	1439.98561
3371.33881	1341.15576
3388.11891	1331.10017
3301.56673	1386.89780
	
NSGA-II_4:	88
3973.67809	1198.80616
3095.21856	1598.13444
3558.87256	1241.35340
3894.06013	1207.02470
3678.87256	1229.73063
3774.06013	1218.64748
3959.08828	1205.88820
3623.90072	1240.21690
3839.08828	1217.51098
3638.49052	1233.13486
3742.82907	1228.64748
3135.77801	1445.48166
3853.67809	1210.42894
3175.33734	1377.78361
3423.27496	1289.96367
3119.70630	1450.36170
3189.92714	1370.70157
3286.97553	1327.60299
3170.99414	1394.64264
3162.96231	1409.49736
3758.49052	1221.51208
3105.70061	1497.38803
3138.33044	1433.50267
3103.73358	1514.91914
3099.23679	1561.72784
3281.24912	1333.52658
3097.26977	1579.25895
3398.52554	1291.35340
3352.70468	1308.43544
3159.03965	1422.79348
3107.33127	1482.07545
3367.29449	1301.35340
3342.11531	1312.37993
3100.86745	1546.41526
3103.22744	1523.13768
3106.82512	1490.29400
3119.20015	1458.58024
3096.76362	1587.47750
3544.28276	1248.43544
3212.23875	1365.42293
3206.56839	1367.78361
3255.60562	1344.74061
3432.73275	1284.68503
3170.99414	1394.64264
3752.76411	1227.43567
3266.65931	1340.60862
3847.95168	1216.35253
3632.76411	1239.05845
3360.02701	1303.65850
3967.95168	1204.72975
3471.23128	1272.37993
3392.79913	1297.27700
3270.19542	1337.65857
3553.14615	1247.27700
3478.55361	1267.60299
3441.59614	1283.52658
3517.05214	1255.29789
3447.32255	1277.60299
3101.28799	1542.85235
3116.50157	1477.93332
3099.65733	1558.16493
3151.34539	1428.62263
3231.69689	1349.96367
3230.61598	1355.42293
3527.64151	1251.35340
3163.38286	1405.93445
3101.68238	1533.79463
3217.10708	1357.04571
3513.05170	1258.43544
3489.14297	1263.65850
3328.79595	1313.65850
3245.20578	1348.34089
3463.96380	1274.68503
3182.23875	1377.04571
3118.07564	1465.67428
3116.92211	1474.37040
3485.82108	1265.29789
3314.20615	1320.74054
3312.48017	1323.52658
3303.61678	1324.68503
3383.93574	1298.43544
3325.47406	1315.29789
3097.26977	1579.25895
3248.33814	1347.04571
3323.06954	1319.58209
3217.10708	1357.04571
3502.46233	1262.37993
3095.63911	1594.57153
	
NSGA-II_5:	72
3973.67809	1198.80616
3173.56682	1593.56304
3174.55065	1546.16965
3173.56682	1593.56304
3623.90072	1240.21690
3743.90072	1228.59412
3558.87256	1241.35340
3678.87256	1229.73063
3774.06013	1218.64748
3839.08828	1217.51098
3959.08828	1205.88820
3894.06013	1207.02470
3638.49052	1233.13486
3853.67809	1210.42894
3204.57470	1419.01467
3894.06013	1207.02470
3398.52554	1291.35340
3318.20658	1317.60299
3203.67811	1436.49531
3219.10855	1387.78361
3212.44706	1405.26425
3246.52979	1374.19876
3223.97688	1379.40639
3758.49052	1221.51208
3458.23739	1280.60862
3360.02701	1303.65850
3520.37403	1253.65850
3423.27496	1289.96367
3286.83667	1334.74061
3251.39812	1365.82153
3258.05961	1348.34089
3446.72837	1284.68503
3339.71080	1316.66413
3632.76411	1239.05845
3392.79913	1297.27700
3752.76411	1227.43567
3502.46233	1262.37993
3967.95168	1204.72975
