Numfront:	
61	
	
AUGMECON-II:	19
8626.12646	2883.51337
8632.08851	2846.07309
8645.49663	2816.81337
8657.14447	2780.73973
8661.90154	2743.68652
8668.71419	2716.90193
8689.16640	2683.21636
8704.41778	2645.77608
8718.28789	2614.17827
8739.41950	2583.74758
8763.97055	2551.28069
8788.18162	2514.75263
8811.42474	2483.66540
8836.80642	2448.17251
8850.70761	2418.32146
8885.56854	2379.17756
8941.86526	2353.03096
9019.16376	2318.63014
9101.03464	2285.97384
	
NSGA-II_1:	76
10508.78490	2156.98085
8813.86825	2672.05238
10477.06170	2160.31935
10143.56663	2160.83249
9835.47235	2173.77928
9990.69778	2171.95461
9317.21813	2260.44750
9401.87933	2242.78675
9129.61115	2319.73484
9536.01097	2213.85847
8993.01833	2400.51988
9729.64038	2180.57269
9809.46993	2177.13015
9461.27008	2229.96862
8909.72425	2510.95858
8888.77227	2521.01941
9396.57000	2254.15723
8913.61798	2494.85232
9013.08769	2369.63501
9685.50848	2197.44600
8972.39532	2412.88056
8849.48940	2586.36334
8923.09723	2491.20130
8937.53439	2452.02446
9444.20015	2237.79545
9234.21630	2287.19023
9009.19395	2385.74127
8997.24104	2386.71347
9370.83388	2257.44544
9595.50874	2209.50098
8832.22839	2628.90795
8837.51061	2611.82949
8844.20718	2603.44181
8883.49005	2538.09787
9070.22039	2332.55297
8874.33511	2560.19625
9500.56583	2220.70653
9070.22039	2332.55297
9049.59738	2344.91365
9033.71069	2357.27433
8933.64066	2468.13072
9626.52925	2208.05525
9170.50744	2298.35008
9500.07428	2227.20934
10085.84101	2167.52187
10037.73467	2167.62591
8825.84704	2646.58624
9714.32670	2181.56289
9520.69728	2214.84866
8871.51126	2563.56401
9049.59738	2344.91365
8870.44138	2576.30252
8962.38011	2425.85737
8863.63153	2578.07907
8898.25152	2517.36840
8825.10945	2655.99687
8925.55560	2477.49060
9694.19524	2187.42075
8876.79348	2546.48555
9151.48202	2308.30960
8958.15740	2439.66378
9656.41035	2198.05334
9296.59512	2272.80818
9257.79092	2275.56746
9641.09666	2199.04353
9243.98809	2277.92814
10111.84344	2164.17100
9296.59512	2272.80818
8952.75154	2447.08842
9100.18124	2322.59345
9151.48202	2308.30960
9198.40017	2288.38559
10006.01147	2170.96442
8978.22676	2408.77891
9198.40017	2288.38559
9100.18124	2322.59345
	
NSGA-II_2:	79
9865.31562	2149.99540
8735.01329	2677.40137
9662.84698	2200.47840
9490.94802	2204.02755
9820.03854	2150.44958
9445.67093	2204.48173
9174.61739	2281.67496
9124.62564	2286.09916
9243.05206	2248.19658
9019.13087	2323.06785
9722.97844	2175.17094
9183.05206	2269.42763
8738.27055	2668.13927
8739.92442	2654.02542
9816.47562	2162.81026
9340.11215	2223.47522
9008.19543	2334.49309
9385.38924	2223.02103
9308.96922	2238.59518
9441.55756	2216.15589
8918.23458	2365.68367
8959.13087	2344.29891
9662.97844	2196.40200
9280.11215	2244.70627
9234.61739	2260.44391
8752.58115	2626.32000
8869.57082	2407.18825
8759.84862	2601.00239
9760.03854	2171.68064
8904.43175	2368.04435
8805.32397	2525.91805
8754.34569	2608.41742
8777.60822	2578.23706
8850.15956	2447.18825
8764.43853	2580.93667
9714.54377	2187.41827
9775.09277	2167.93022
8745.74557	2644.53866
8796.11685	2531.53469
9339.98070	2227.55163
9113.69020	2297.52440
8786.02401	2559.01544
8900.94713	2382.53593
8749.75578	2628.48315
9064.62564	2307.33022
8979.33837	2340.60419
9414.52800	2219.60170
8822.64112	2494.03050
9211.90913	2263.31654
9691.83551	2190.29090
9059.29892	2318.53105
8789.37497	2555.28836
8866.08620	2421.67983
8792.63223	2546.02627
8884.78796	2402.25221
8894.30909	2393.40232
8818.48124	2496.59022
9788.89560	2165.56954
8837.89249	2456.59022
9144.83313	2282.40444
8934.39260	2358.08483
8833.30259	2476.65595
9144.83313	2282.40444
9099.88737	2299.88508
9721.81961	2184.65744
9077.55729	2306.39632
8827.79965	2484.07098
8815.22398	2505.85232
8808.58123	2516.65595
8834.63523	2465.85232
8761.18126	2590.19876
8743.18168	2644.76333
9039.88737	2321.11614
8854.31945	2444.62852
8780.86548	2568.97496
9053.69020	2318.75546
8948.19543	2355.72415
8859.47798	2434.66900
8862.82894	2430.94192
	
NSGA-II_3:	80
10548.67695	2193.33613
8702.29020	2821.85684
8736.63843	2734.28944
8739.91796	2641.98356
10132.22187	2204.37781
9674.34295	2212.75504
10388.44933	2203.93775
9930.57042	2212.31497
8719.57833	2745.91222
8710.89808	2790.68137
8752.83304	2605.57860
9580.66583	2215.17643
8883.35232	2431.20689
10038.54475	2206.79920
9019.82450	2364.45943
8753.94883	2575.30104
8978.97047	2371.21701
9121.30839	2303.64622
10023.23106	2207.78940
9945.88410	2211.32478
9491.90110	2222.49575
9405.35215	2237.39768
9331.90110	2243.72681
9565.35215	2216.16662
8866.29223	2442.82966
8844.41778	2450.64603
8841.16052	2459.90813
8827.33551	2480.19173
8900.80659	2407.91927
9309.49664	2256.08749
8707.64082	2799.94346
8705.54747	2812.59474
8742.01131	2629.33228
9020.74005	2352.70916
8949.00962	2381.17653
8764.77055	2551.54736
8941.46787	2390.48445
8904.06385	2398.65717
10485.27357	2200.65545
9454.18295	2235.84662
8792.14901	2538.70944
9106.66123	2312.61555
9218.36849	2278.92486
9171.32429	2296.18110
9474.34295	2233.98609
9043.14451	2340.34848
9023.99731	2343.44706
9271.64165	2262.19764
10403.76302	2202.94755
10533.14097	2199.94706
9420.66583	2236.40748
9091.34754	2313.60574
8788.89175	2547.97154
8869.54949	2433.56757
8722.83559	2736.65012
10439.46386	2202.36844
8810.27541	2491.81451
8757.20609	2566.03894
8749.57578	2614.84070
8745.26857	2620.07018
8802.71095	2506.30609
9197.12286	2281.79904
9316.58742	2244.71700
9046.40178	2331.08638
9174.58155	2286.91900
9476.58742	2223.48594
9068.94308	2325.96642
9219.52732	2269.43836
8795.65566	2519.64098
8813.53268	2482.55241
9152.17709	2299.27968
9234.84100	2268.44817
9061.71546	2330.09619
9189.89524	2285.92881
10439.46386	2202.36844
10497.44013	2200.52617
8966.20614	2376.69853
8792.39840	2528.90308
8761.51329	2560.80946
8841.16052	2459.90813
	
NSGA-II_4:	84
10268.60709	2184.21759
8817.28029	2733.86253
10268.47564	2188.29400
10116.43898	2191.53691
9934.30242	2208.98169
10070.03247	2205.52037
8825.83684	2679.83129
9740.23927	2240.82095
9646.40054	2241.24615
9934.17096	2213.05810
9858.21836	2216.30101
8823.91456	2713.92826
8899.66830	2526.63525
9448.41010	2268.11129
8841.09723	2661.26330
8930.55341	2494.72887
9151.53245	2400.37321
9749.70538	2228.91446
8928.90802	2524.27457
9361.90206	2289.13782
9528.42517	2251.60160
9222.08119	2355.74807
8838.37243	2670.07661
9036.20945	2451.89564
9037.10405	2438.20080
9117.09431	2403.64051
8999.62338	2472.63343
9249.32774	2332.25776
9242.66581	2342.25776
9023.80930	2460.27275
8999.75484	2468.55702
10094.21839	2193.15969
10092.25306	2203.89759
8883.51331	2558.89807
9225.14182	2344.61844
8882.75791	2575.84819
9108.92906	2413.14061
9429.40827	2275.67801
9386.08798	2276.77714
9266.85173	2329.89709
9154.44352	2373.28429
8862.25338	2608.85290
9294.76213	2328.99902
9828.53710	2223.80138
8846.74452	2645.84350
9604.50922	2244.28227
9570.31649	2248.56548
8848.52597	2611.12214
8823.78310	2718.00467
9489.51944	2264.41646
8929.52735	2512.50011
9786.64578	2226.83750
9078.81397	2423.47944
9379.94138	2286.43691
8948.07740	2492.36819
9604.50922	2244.28227
8847.49991	2628.89338
8872.09735	2583.97218
9178.62944	2360.92361
9171.96752	2370.92361
9507.55876	2261.71555
9061.15852	2429.91653
8863.65491	2596.63056
9858.08691	2220.37742
9513.70536	2252.05578
9429.53973	2271.60160
8884.53937	2541.12683
9153.54892	2386.97912
8883.64476	2554.82166
8884.40791	2545.20323
8972.26332	2480.00751
8847.63137	2624.81697
9327.36926	2315.57491
8954.73933	2482.36819
9023.94076	2456.19634
9570.31649	2248.56548
8954.60787	2486.44459
9327.50071	2311.49850
9348.60731	2311.20976
9196.15344	2358.56293
9385.95653	2280.85355
8817.41174	2729.78612
9348.73877	2307.13336
9349.90110	2300.01255
	
NSGA-II_5:	88
10150.07048	2165.35411
8718.06522	2692.59002
8745.55401	2666.43306
8765.89344	2569.69849
8761.59497	2614.76250
8759.51384	2624.41664
10055.71860	2168.84441
10134.75679	2166.34430
9875.71860	2190.07547
9457.16067	2232.69537
9361.83192	2250.19527
9251.30677	2285.60385
