Numfront:	
61	

AUGMECON-II:	16
7926.14087	2286.14953
7961.21856	2272.20504
7987.10587	2251.41181
7991.93912	2248.02652
8008.17856	2237.82887
8013.64453	2212.84281
8029.88397	2202.64516
8041.96181	2190.44118
8076.21259	2178.56875
8089.14194	2165.82649
8105.38138	2155.62885
8117.45921	2143.42487
8151.71000	2131.55244
8293.12948	2118.87114
8293.12948	2107.03736
8621.17829	2095.98191
	
NSGA-II_1:	70
9072.22249	2088.55287
8130.60022	2326.72409
8883.54992	2109.39547
8539.50381	2116.32400
8169.13228	2268.66236
8173.53124	2231.37984
9015.57905	2094.96274
8941.02026	2100.91355
8142.18216	2282.93642
8139.50610	2300.57574
8408.30158	2128.68468
8467.48620	2126.55016
8133.27628	2309.08477
8132.13978	2321.44545
8910.12368	2102.53633
8377.40500	2130.30746
9041.32591	2090.17565
8139.16387	2308.53826
8539.50381	2116.32400
9072.22249	2088.55287
8250.96712	2187.78122
8508.60723	2117.94678
8481.11484	2120.11307
8256.10862	2176.55016
8210.11381	2212.12653
9018.49701	2092.60206
8158.42160	2272.73877
8156.95380	2280.37319
8244.45359	2198.18205
8177.27610	2226.94710
9038.40795	2092.53633
8887.29478	2104.96274
8252.36376	2180.98290
8183.16369	2226.40059
8376.57810	2132.37952
8349.91260	2132.47375
8235.64805	2201.08924
8201.30826	2215.03372
8164.30919	2272.19226
8478.19688	2122.47375
8268.60320	2170.78525
8247.22226	2192.21396
8148.06975	2282.38991
8283.05874	2162.27611
8297.54551	2160.10981
8331.88529	2146.16532
8301.11728	2154.92739
8193.51554	2216.74945
8227.85533	2202.80497
8304.86214	2150.49465
8907.20571	2104.89701
8224.11047	2207.23770
8335.45706	2140.98290
8886.46788	2107.03479
8192.68864	2218.82151
8304.03524	2152.56671
8336.28397	2138.91084
8189.77068	2221.18219
8238.56601	2198.72856
8204.22622	2212.67304
8272.34806	2166.35251
8315.57282	2146.41824
8280.14078	2164.63679
8346.99464	2134.83443
8339.20193	2136.55016
8312.65486	2148.77892
8909.29677	2104.60839
8250.14022	2189.85328
8288.62270	2160.69230
8297.54551	2160.10981
	
NSGA-II_2:	84
9783.21138	2155.92855
8774.45969	2450.54985
9699.42907	2173.85847
9430.03862	2179.12938
9429.56412	2179.67589
9292.82716	2180.70066
9180.50774	2205.90031
9166.59601	2208.51888
8777.34490	2431.87577
9246.87585	2198.63059
8789.71213	2362.04100
9278.91543	2183.31923
9260.31309	2196.55853
9709.02518	2170.36129
8782.42293	2415.99372
9782.73688	2156.47506
8775.76109	2447.93128
8788.12833	2378.09652
9731.94314	2158.00061
8799.64933	2348.80559
8990.72785	2257.89975
8812.54007	2340.65278
8776.04350	2434.49433
8786.82693	2380.71508
8785.69985	2391.46178
8871.36723	2290.65278
9120.12442	2215.83158
8819.69015	2337.71494
8819.97256	2324.27799
8788.41073	2364.65957
8952.39623	2258.77837
9731.46864	2158.54712
8890.99057	2282.94773
8799.64933	2348.80559
8832.86329	2316.12518
8858.47650	2298.80559
8884.80447	2288.58072
8858.37587	2306.38079
8784.39845	2394.08035
9070.39500	2241.13560
9071.13500	2232.39464
9106.21269	2218.45015
9043.74498	2247.06264
8871.26661	2298.22797
8783.64155	2408.06380
8784.00673	2399.93821
9102.90907	2225.27773
8903.40681	2275.34142
9056.95776	2243.20765
8853.57676	2308.22063
8890.51608	2283.49424
8823.29819	2320.32527
8938.48450	2261.39694
8935.18089	2268.22452
8992.02925	2255.28119
8999.34232	2250.91915
9292.35266	2181.24718
9070.39500	2241.13560
9102.43457	2225.82424
9012.77955	2248.84710
9071.60950	2231.84813
9119.64992	2216.37810
8951.92173	2259.32488
8916.84405	2273.26937
9084.57223	2230.32258
9011.67145	2249.68510
8938.95900	2260.85043
9279.38993	2182.77272
9180.03324	2206.44682
9043.27048	2247.60915
8782.81465	2410.13586
8917.31854	2272.72286
8836.18892	2312.17246
8903.88131	2274.79491
9089.47184	2227.34979
9167.07051	2207.97237
9025.10869	2247.61304
8818.86325	2339.78700
8821.27396	2321.65943
8835.71442	2312.71897
8850.72563	2311.62684
9085.04673	2229.77607
9106.68718	2217.90364
8870.79211	2298.77448
	
NSGA-II_3:	77
9235.28894	2099.73046
8159.27979	2265.27628
8702.57026	2127.50159
8968.30691	2126.20445
9231.75715	2107.72611
9047.94149	2108.15918
8515.22281	2135.93031
8663.54029	2135.81635
8284.35551	2182.82997
8178.55353	2254.11975
8220.08533	2225.04293
8281.55331	2196.61578
8196.32147	2241.80447
8984.76688	2118.49940
8310.87726	2168.97646
8237.99046	2215.29208
9043.25125	2117.93628
8362.11211	2168.63623
8424.55580	2148.43683
8514.06436	2137.71176
8487.73042	2138.09660
9234.46204	2101.80252
8200.05129	2238.10964
9045.95614	2112.01269
8253.80153	2205.51498
8363.65855	2164.49409
8485.74507	2141.95011
8374.36922	2160.41769
8674.25096	2131.73994
8268.18701	2199.83473
8398.54360	2158.43683
8269.34545	2198.05327
8982.13262	2120.28086
8254.22410	2203.19389
8421.92155	2150.21828
8362.83165	2166.56615
8297.05154	2174.90005
8162.18270	2263.65351
8217.18242	2226.66571
8216.35552	2228.73776
8204.88454	2234.72434
8206.47174	2230.74211
8449.41394	2148.05199
8675.07787	2129.66788
8701.74336	2129.57365
9047.11459	2110.23123
8486.57197	2139.87806
9044.07815	2115.86422
9232.58405	2105.65405
8163.00960	2261.58145
8167.84285	2258.19616
8300.16658	2173.05287
8452.04820	2146.27053
8295.06619	2178.75356
8286.34086	2178.97646
8375.52767	2158.63623
8410.73009	2154.36042
8243.51342	2207.27030
8475.03439	2146.02652
8475.86129	2143.95446
8664.36719	2133.74429
8215.59521	2230.64793
8173.72028	2257.50504
8257.12701	2201.57112
8308.89191	2172.82997
8974.14777	2122.03360
8973.32087	2124.10566
8239.97581	2211.43857
8242.68652	2209.34236
8177.72663	2256.19180
8421.09465	2152.29034
8309.71881	2170.75791
8238.81736	2213.22003
8197.14837	2239.73241
8285.51396	2181.04851
8408.09583	2156.14187
8407.26893	2158.21393
	
NSGA-II_4:	89
9394.30994	2162.34219
8861.41106	2450.36186
9388.23518	2164.96075
8865.59501	2409.37167
8862.32878	2449.40438
9318.67695	2168.39770
9232.45365	2191.10362
9277.52450	2184.96075
8899.36099	2351.29932
8896.75265	2376.93838
8899.83549	2350.75281
8900.22207	2327.28910
9058.68343	2228.18566
8896.27815	2377.48489
8880.11546	2390.97742
8922.12487	2309.99696
8923.08371	2291.82984
9209.85124	2199.23972
9177.95463	2199.42423
8931.37218	2279.94918
8955.11947	2274.69118
9090.04516	2228.00115
9171.87987	2202.04279
9147.72078	2204.74872
9283.59926	2182.34219
9307.43686	2180.27836
9007.71284	2256.77103
8982.42674	2257.60449
9024.58004	2238.77996
9124.90673	2205.47974
9147.24628	2205.29523
9312.60219	2171.01627
8871.77089	2396.27309
8871.66977	2406.75310
9016.76416	2250.20018
8923.55821	2291.28333
9018.50338	2241.48460
8921.65037	2310.54347
9114.59692	2213.33178
9109.82904	2219.42423
8913.60874	2322.24081
9210.32574	2198.69320
8925.29742	2282.56774
9307.91136	2179.73185
8961.19424	2272.07261
8917.99094	2317.33884
9226.37889	2193.72219
9039.89465	2238.39381
8972.10511	2261.45800
8961.30415	2264.10445
9052.60866	2230.80423
9099.99373	2226.72976
9103.75427	2222.04279
9118.83196	2208.09831
9115.07142	2212.78527
8906.29684	2324.67054
9048.84812	2235.49119
8874.51519	2393.04948
9018.97977	2240.85202
9053.08316	2230.25772
9283.12476	2182.88870
9099.51924	2227.27627
9090.51966	2227.45464
9013.78760	2254.15247
9016.28967	2250.74669
8930.89768	2280.49569
8960.71974	2272.61913
8866.06951	2408.82516
9008.18733	2256.22452
8966.90442	2262.03239
9040.36915	2237.84730
9177.48013	2199.97074
9172.35436	2201.49628
8905.82234	2325.21705
8879.64096	2391.52393
9104.22877	2221.49628
9124.43223	2206.02625
9119.30646	2207.55180
8977.70538	2259.38594
9045.49491	2236.32175
9013.31310	2254.69898
8925.77192	2282.02123
8955.59397	2274.14467
8981.95224	2258.15100
8900.69657	2326.74259
8871.19528	2407.29961
8915.71779	2320.36641
9313.07668	2170.46976
9388.70967	2164.41424
	
NSGA-II_5:	64
9258.08312	2123.60486
8426.87538	2327.39872
8868.03932	2151.48702
9028.96708	2149.48949
9100.09340	2137.26073
9213.89820	2135.09770
8543.22681	2236.00852
8572.41533	2227.07416
8451.23668	2281.85624
8439.48085	2294.97184
8437.55557	2305.48534
8428.80066	2316.88522
8515.22492	2244.45147
8453.16196	2271.34274
