Numfront:	
61	
	
AUGMECON-II:	14
5411.07022	1547.80753
5414.46663	1527.95839
5415.21666	1451.04869
5416.85413	1436.38033
5426.58931	1424.82865
5435.09275	1417.05741
5460.10685	1404.64209
5468.61028	1396.87085
5593.28386	1384.69052
5639.99622	1374.62432
5802.75742	1364.59399
6097.56872	1352.47826
6155.06476	1341.35913
6567.33607	1332.42805
	
NSGA-II_1:	57
7387.85572	1385.32953
5687.56678	1631.70793
6684.57412	1390.41410
7357.31166	1386.42376
7033.35532	1387.40159
7002.81126	1388.49582
5692.95353	1530.12635
5691.31523	1532.64571
5691.28299	1570.61460
5689.23732	1591.21968
5689.20507	1629.18857
5716.99615	1493.85855
5813.10982	1453.16646
5879.04163	1434.96924
6173.79774	1419.06769
6018.64941	1420.04552
5689.64470	1573.13396
6351.88380	1414.30852
5748.30262	1470.48465
5735.50337	1481.32905
6506.90133	1397.84010
6287.27208	1415.67851
6398.24091	1402.42463
6575.91369	1394.99863
5988.10534	1421.13975
5733.25130	1491.03065
6476.35727	1398.93433
6428.78497	1401.33040
6654.03005	1391.50833
6271.34488	1416.46420
6210.59899	1416.66789
6388.27177	1409.24189
5733.86508	1483.84841
6357.72771	1410.33612
6606.45776	1393.90440
5962.98441	1427.47152
5932.44034	1428.56575
5911.22398	1431.35565
6490.97413	1398.62578
5895.29678	1432.14134
5797.18262	1453.95215
7371.92852	1386.11522
6002.72220	1420.83121
5782.56576	1454.26069
5880.67992	1432.44988
5780.92747	1456.78005
5770.64206	1463.50774
5757.30537	1465.93061
5772.28035	1460.98838
5749.94091	1467.96529
6194.67178	1417.45357
5947.05720	1428.25720
7017.42812	1388.18728
6372.34457	1410.02758
6412.85777	1402.11609
6668.64691	1391.19979
5718.63445	1491.33919
	
NSGA-II_2:	75
6302.35346	1362.77703
5582.42460	1526.45317
6233.60048	1366.16621
5585.82102	1506.60403
5582.42460	1526.45317
5687.09204	1449.71521
6167.72451	1372.54725
5688.27993	1434.87103
5696.78337	1427.09978
5688.27993	1434.87103
5742.02453	1413.73603
5641.85087	1463.07896
5606.86680	1489.63642
5738.85087	1419.47259
5673.83061	1450.01444
6068.15834	1380.36906
5614.84304	1483.26552
5649.82711	1456.70806
5816.10729	1408.31216
5845.53335	1406.93760
5711.40022	1426.79124
6151.79731	1373.33294
6007.86687	1387.48045
6248.21734	1365.85767
6023.79408	1386.69476
5777.89837	1410.60711
5918.32443	1399.37606
6264.14454	1365.07198
6129.51559	1374.84220
5641.32367	1464.47931
6098.97153	1375.93643
5987.43564	1393.41696
6098.70241	1379.27483
5871.58404	1404.59437
5925.98929	1398.17534
6137.18045	1373.64148
6271.80940	1363.87126
6031.45894	1385.49403
5661.79929	1453.65724
5971.50844	1394.20265
5956.53335	1397.08111
5733.52110	1421.50727
5727.32743	1426.00555
5606.33960	1491.03676
5632.74714	1468.33084
5597.76306	1494.88830
6062.00300	1384.39980
5624.24370	1476.10208
5589.25963	1502.65954
5594.32445	1498.83279
5594.32445	1498.83279
5629.30853	1472.27533
5589.25963	1502.65954
5620.80509	1480.04657
5585.82102	1506.60403
5624.24370	1476.10208
5876.34654	1402.50498
5887.78037	1400.47029
5856.96718	1404.90291
5987.70477	1390.07857
5620.80509	1480.04657
5971.50844	1394.20265
6302.35346	1362.77703
5761.97116	1411.39280
5940.60615	1397.86679
6046.07580	1385.18549
6286.42626	1363.56272
5902.39722	1400.16175
5800.18008	1409.09785
6082.77520	1380.06051
6233.60048	1366.16621
5993.25002	1387.78899
5785.56322	1409.40639
5747.35430	1411.70135
6113.58839	1375.62789
	
NSGA-II_3:	81
6793.86272	1350.73757
5472.45807	1520.81200
6655.45767	1353.04429
6444.23561	1353.75008
5525.79219	1492.89634
5741.63531	1413.13459
5506.33871	1510.47073
5574.11817	1458.32675
5752.14017	1398.55902
6687.28869	1351.55834
5616.29143	1435.90350
5570.23886	1470.83440
6777.93552	1351.52326
6428.30840	1354.53577
5627.77818	1429.54921
5599.81363	1442.10754
5590.59597	1452.12270
5855.89198	1385.79145
6356.79186	1354.57085
5927.40852	1385.75637
6107.36905	1375.68795
6162.68070	1373.78880
5717.56853	1415.42955
5999.47397	1384.63005
5943.33573	1384.97068
5541.14953	1484.60469
5787.13900	1389.18063
5474.09637	1518.29265
6272.59985	1363.97973
5542.78782	1482.08533
5553.76106	1477.03845
6265.06303	1367.76565
6294.14766	1360.48942
6076.55587	1380.12057
5629.41647	1427.02986
6224.03795	1368.26195
5588.95767	1454.64206
5575.75646	1455.80739
5555.39935	1474.51909
5601.45192	1439.58818
6193.49388	1369.35618
5692.17133	1417.56733
5667.62982	1420.17083
5702.95167	1415.73809
6038.85211	1382.77893
5677.55447	1417.87587
6076.82499	1376.78218
6340.86466	1355.35654
6022.92491	1383.56462
5755.03886	1394.00497
5474.15636	1514.08432
5490.41151	1511.25641
6304.69998	1359.15538
6288.50366	1363.27946
5646.74128	1422.30850
6266.34998	1367.37393
6060.62866	1380.90626
5540.63170	1489.21165
6319.31684	1358.84684
5816.39611	1388.47812
5839.96478	1386.57714
6324.96085	1356.05680
5672.13849	1420.17071
5636.81663	1424.60345
5784.21375	1392.09171
5770.94267	1393.30471
5825.34792	1386.88568
6193.22476	1372.69457
5785.50070	1391.69999
5527.43049	1490.37698
6208.11074	1369.04764
6671.36148	1352.34403
5506.33871	1510.47073
5854.60503	1386.18317
6037.56516	1383.17066
6193.22476	1372.69457
6356.79186	1354.57085
6177.29756	1373.48026
6326.24780	1355.66508
6007.02110	1384.26489
5769.65572	1393.69643
	
NSGA-II_4:	62
7350.46602	1352.48615
5580.53731	1490.00785
7319.92196	1353.58039
6174.23923	1378.31820
6136.76216	1399.54568
6787.74877	1363.07844
7027.34860	1355.49867
6495.17542	1364.99672
6094.72100	1409.24744
5967.94162	1422.00488
6204.78329	1377.22397
6432.32291	1375.28732
6818.29284	1361.98421
6996.80454	1356.59290
5847.13492	1460.24766
5848.33211	1448.03400
5908.06713	1429.67380
5953.32476	1422.31342
6106.21810	1400.63991
5856.30835	1441.66311
5588.51355	1483.63695
6450.02422	1372.12495
6464.63136	1366.09095
5718.40950	1469.47614
5649.67147	1469.61296
5866.23300	1439.36816
6435.40736	1372.43349
5598.79896	1476.90927
5598.43820	1481.34200
5866.59376	1434.93542
5877.52307	1430.76804
7334.53881	1353.27184
5782.17486	1467.40273
5619.12741	1470.70720
5605.40936	1475.16829
5609.72827	1472.74188
5608.19810	1474.87458
5793.68593	1464.12368
5873.20416	1433.19444
5862.91875	1439.92213
5595.12395	1481.89598
5798.00484	1461.69728
5787.07553	1465.86466
5858.61752	1441.30631
5590.82272	1483.28016
5598.79896	1476.90927
5748.95356	1468.38191
5767.55801	1467.71127
5633.74427	1470.39865
5828.54890	1460.60305
6204.78329	1377.22397
6188.85609	1378.00966
5733.02635	1469.16760
5908.06713	1429.67380
6120.83496	1400.33137
7011.42140	1356.28436
6479.24822	1365.78241
5892.13993	1430.45949
6802.36563	1362.76990
5812.62170	1461.38874
6188.85609	1378.00966
6450.02422	1372.12495
	
NSGA-II_5:	27
7547.29844	1387.62599
5638.87296	1510.30577
6019.13242	1419.89028
7198.51723	1390.63850
7547.29844	1387.62599
5809.65886	1439.98681
5848.70636	1431.12134
5683.76315	1463.89917
5681.31688	1481.59115
5722.81065	1455.03369
5638.87296	1510.30577
5640.51043	1495.63741
6003.20522	1420.67597
5683.76315	1463.89917
5809.65886	1439.98681
5650.77281	1482.68538
5642.26938	1490.45663
5692.26658	1456.12793
5818.16230	1432.21557
5642.26938	1490.45663
6003.20522	1420.67597
5706.88344	1455.81938
5832.77916	1431.90703
5665.38967	1482.37684
5832.77916	1431.90703
5848.70636	1431.12134
5706.88344	1455.81938
	
NSGA-II_6:	48
7866.48574	1382.71784
5575.50392	1575.37053
5577.75374	1500.29529
7318.38536	1393.00159
6492.61661	1393.12076
5710.87085	1481.04540
5753.38793	1451.56041
7835.94168	1383.81207
7511.98535	1384.78990
6284.44188	1400.54676
7334.31256	1392.21590
6039.15672	1411.24927
6098.21747	1408.54596
6247.33145	1403.82327
6462.07255	1394.21499
5890.04274	1415.97196
7481.44128	1385.88413
5818.79403	1436.31987
5823.92038	1424.63243
5793.89176	1443.35610
5753.38793	1451.56041
5859.49868	1417.06619
5851.52244	1423.43708
5803.81641	1441.06114
5804.17717	1436.62841
5803.81641	1441.06114
6253.89782	1401.64099
6067.67341	1409.64019
7866.48574	1382.71784
5874.11554	1416.75765
7511.98535	1384.78990
6082.29027	1409.33165
7850.55854	1383.50353
