Numfront:	
61	
	
AUGMECON-II:	12
4598.18799	1303.65582
4608.90064	1285.34630
4667.58843	1270.06766
4715.90801	1264.71372
4746.79368	1257.94369
4761.96034	1255.95233
4820.64811	1240.67393
4868.96770	1235.31975
4883.66523	1232.22210
4957.17713	1220.70391
5114.17561	1214.58278
5231.96589	1209.00612
	
NSGA-II_1:	14
5606.71084	1219.77031
4867.38611	1309.52542
5140.69958	1231.39309
4988.53255	1247.86868
4968.94506	1255.55557
4947.81990	1266.17820
4928.23241	1273.86509
4896.28487	1300.05707
4908.09877	1291.21590
4927.68626	1283.52901
4917.41003	1289.43444
4876.69738	1307.74396
4886.97360	1301.83852
4867.38611	1309.52542
	
NSGA-II_2:	8
5835.41741	1308.08697
4877.96194	1397.97801
5066.51420	1318.80414
4884.81866	1357.26733
4884.81866	1357.26733
4887.01026	1332.61216
4906.59776	1324.92527
4887.01026	1332.61216
	
NSGA-II_3:	4
5089.17749	1291.51928
4884.87142	1341.58878
4952.82341	1294.75309
4905.53951	1336.86054
	
NSGA-II_4:	16
5894.61222	1264.72910
4780.02603	1344.37689
5522.45543	1266.24729
5073.89694	1266.97544
4917.24749	1268.49363
4898.76215	1285.35266
4795.59341	1327.51786
4795.59341	1327.51786
4820.14520	1311.83353
4816.33641	1319.58577
4841.43899	1289.05091
4834.82174	1302.72674
4835.71258	1294.97450
4825.87161	1305.90994
4841.43899	1289.05091
4835.71258	1294.97450
	
NSGA-II_5:	22
6186.03617	1264.11102
4774.23574	1331.45686
5792.48224	1271.01244
6171.46810	1267.67393
5399.26828	1280.53835
4785.65725	1322.42780
4831.12570	1311.28266
5162.71284	1281.31864
5556.26676	1274.41722
5781.36872	1273.43884
4939.87305	1299.28695
5005.71435	1287.43976
5151.59932	1283.74504
4844.61542	1304.55544
4928.75953	1301.71335
5541.69870	1277.98013
4992.22464	1294.16699
4776.61193	1327.15604
4833.50190	1306.98185
4783.28105	1326.72862
4994.60083	1289.86617
6171.46810	1267.67393
	
NSGA-II_6:	19
6249.74983	1300.67978
4793.89405	1362.59654
5321.28089	1302.92611
5269.32954	1314.22278
4989.32484	1323.82060
4810.33311	1335.33880
4808.25682	1345.40452
4913.16735	1333.58410
5091.64713	1317.69948
4913.16735	1333.58410
4803.60165	1351.26239
5308.50740	1308.10165
4793.89405	1362.59654
4797.19225	1357.02928
5276.92749	1309.04724
5039.96688	1320.56543
4802.48974	1355.13917
5039.96688	1320.56543
5276.92749	1309.04724
	
NSGA-II_7:	13
5476.49600	1276.38604
4945.21604	1358.15644
5023.34067	1283.28746
5440.84059	1282.30963
5003.03078	1285.71387
4957.22663	1322.15784
4947.59224	1353.85562
4952.68374	1335.72117
4962.31813	1304.02339
4971.00524	1301.59698
4954.85043	1326.45865
5465.49084	1279.94895
4965.09899	1302.15784
	
NSGA-II_8:	10
5175.99044	1246.62597
4871.98005	1435.52737
4884.60252	1344.69691
5085.72578	1265.63577
4967.02826	1310.46380
4923.60363	1341.04720
5076.09139	1297.33356
5003.30004	1299.86888
5085.72578	1265.63577
5076.09139	1297.33356
	
NSGA-II_9:	6
5644.87554	1278.86723
5070.54627	1303.76717
5128.97654	1286.68871
5639.14913	1284.79082
5076.27268	1297.84358
5123.25013	1292.61230
	
NSGA-II_10:	10
5707.54829	1250.54811
4742.70207	1299.30641
5701.82188	1256.47170
4938.64507	1261.26528
4778.72863	1267.38641
4753.41473	1280.99689
4748.42848	1293.38282
4932.91866	1267.18887
4759.14114	1275.07330
4773.00222	1273.31000
	
NSGA-II_11:	6
5740.64878	1267.06795
4754.44694	1309.90266
4971.74557	1277.78512
4814.74708	1283.90625
4774.03443	1302.21577
4795.15959	1291.59314
	
NSGA-II_12:	7
5824.87554	1298.86723
5250.54627	1323.76717
5819.14913	1304.79082
5308.97654	1306.68871
5256.27268	1317.84358
5303.25013	1312.61230
5819.14913	1304.79082
	
NSGA-II_13:	23
6249.74983	1300.67978
4793.89405	1362.59654
5321.28089	1302.92611
4913.16735	1333.58410
4808.25682	1345.40452
4810.33311	1335.33880
4989.32484	1323.82060
5091.64713	1317.69948
5194.48137	1315.94478
4803.60165	1351.26239
5308.50740	1308.10165
4797.19225	1357.02928
4793.89405	1362.59654
5276.92749	1309.04724
5269.32954	1314.22278
5039.96688	1320.56543
5091.64713	1317.69948
5039.96688	1320.56543
4802.48974	1355.13917
4803.60165	1351.26239
5276.92749	1309.04724
4802.48974	1355.13917
4797.19225	1357.02928
	
NSGA-II_14:	4
4912.96097	1268.18452
4862.98382	1349.76490
4872.24832	1286.49404
4865.53189	1318.19183
	
NSGA-II_15:	6
4876.94252	1251.66468
4850.86906	1307.59558
4856.59548	1301.67199
4860.50345	1275.89779
4866.22986	1269.97420
4871.21611	1257.58827
	
NSGA-II_16:	4
4912.96097	1268.18452
4862.98382	1349.76490
4872.24832	1286.49404
4865.53189	1318.19183
	
NSGA-II_17:	27
6039.43166	1281.39060
4824.40235	1422.62493
6003.77625	1287.31419
5586.27633	1288.29201
4826.77854	1418.32412
4831.25907	1381.91425
4837.04905	1349.86727
4833.63526	1377.61344
5239.60254	1296.05225
5064.26059	1298.59821
4839.42525	1345.56645
4844.51675	1327.43200
5378.28211	1292.10777
4925.12678	1299.00918
5517.41591	1291.69679
5367.27695	1295.67068
4904.81690	1301.43559
4885.22940	1309.12249
4872.79135	1317.31870
4853.20386	1325.00560
4864.10424	1319.74511
5565.96644	1290.71842
5367.27695	1295.67068
5565.96644	1290.71842
6028.42650	1284.95351
4866.88510	1317.87956
4847.29761	1325.56645
	
NSGA-II_18:	6
5567.74730	1314.20810
4877.96194	1397.97801
5129.18593	1319.16036
4884.81866	1357.26733
4906.59776	1324.92527
4887.01026	1332.61216
	
NSGA-II_19:	43
5799.59974	1261.68171
4788.20769	1386.87758
5369.29751	1293.79227
5206.52594	1297.76398
5371.67370	1289.49145
5556.97824	1287.55019
5782.65548	1269.54544
4885.19406	1341.86135
5043.23383	1340.84222
5647.43271	1278.15730
5573.92250	1279.68646
4847.99263	1351.17401
5145.99646	1307.49621
5204.14975	1302.06480
5785.03167	1265.24462
5065.34501	1327.15800
5559.35443	1283.24938
5054.65534	1331.81316
4845.61643	1355.47483
4829.81258	1358.72038
4790.58389	1382.57677
4806.38774	1379.33122
5045.61003	1336.54140
4882.81786	1346.16217
4808.76393	1375.03040
4813.26793	1370.84305
4819.93705	1370.41562
5109.20811	1315.25637
5062.96882	1331.45881
5106.83191	1319.55718
4822.31325	1366.11480
4885.19406	1341.86135
4882.81786	1346.16217
5079.36316	1326.24590
5089.62061	1322.94326
5052.27915	1336.11398
4827.43639	1363.02120
5123.22626	1314.34427
5142.47130	1310.41328
5103.63876	1322.03116
5138.05095	1310.96726
5124.03280	1311.87936
5124.03280	1311.87936
	
NSGA-II_20:	18
5067.80948	1246.85051
4792.00884	1321.84889
5050.86522	1254.71423
4877.98913	1255.22773
4792.00884	1321.84889
4807.57622	1304.98986
4839.72494	1284.80719
4824.15757	1301.66622
4847.85369	1275.64967
4861.04487	1263.09146
4824.15757	1301.66622
4807.57622	1304.98986
4863.42106	1258.79064
5053.24141	1250.41342
5067.80948	1246.85051
4839.72494	1284.80719
4845.47749	1279.95049
5053.24141	1250.41342
	
NSGA-II_21:	25
6465.88348	1274.59729
4856.24811	1370.72102
5610.92476	1275.31446
4910.13184	1332.14626
4878.31348	1346.22267
5339.57144	1285.67068
5451.00831	1281.43559
5499.48788	1279.54955
4859.82814	1363.08170
4874.73345	1353.86199
4968.81963	1316.86762
4941.89350	1326.22267
5092.30776	1294.76246
5228.08469	1287.18887
5179.76511	1292.54281
4859.82814	1363.08170
5038.26177	1306.04000
5610.92476	1275.31446
5043.98818	1300.11641
4937.00127	1330.94403
5000.58129	1310.94403
5499.48788	1279.54955
4941.89350	1326.22267
5000.58129	1310.94403
4985.30039	1315.39505
	
NSGA-II_22:	5
4971.74557	1277.78512
4754.44694	1309.90266
4814.74708	1283.90625
4774.03443	1302.21577
4795.15959	1291.59314
	
NSGA-II_23:	15
5366.02706	1280.83581
5077.26074	1389.61545
5345.71717	1283.26221
5133.25000	1325.73422
5100.50921	1368.02818
5213.86003	1297.31140
5079.84112	1372.75642
5173.96265	1307.42470
5193.55014	1299.73780
5366.02706	1280.83581
5152.83749	1318.04732
5141.93711	1323.30781
5161.52460	1315.62091
5155.61835	1316.18177
5136.03086	1323.86867
	
NSGA-II_24:	5
5020.61727	1307.64569
4834.98296	1386.81956
4863.61878	1313.76682
4841.83968	1346.10888
4844.03129	1321.45371
	
