Numfront:	
61	
	
AUGMECON-II:	16
5020.53023	1419.93079
5033.45793	1414.77186
5046.85565	1395.06246
5047.88171	1391.43336
5089.32103	1385.06246
5090.34709	1381.43336
5205.74726	1374.07227
5206.77332	1370.44316
5303.75414	1363.48887
5314.79705	1362.49864
5397.26243	1352.49864
5414.15853	1343.41348
5446.33790	1336.91066
5694.95106	1331.84670
5859.74989	1321.84670
6152.93503	1316.95931
	
NSGA-II_1:	12
6286.58876	1380.02954
5354.07083	1518.40292
5466.10192	1413.84680
5777.69247	1406.58018
5398.15422	1455.44444
5381.18977	1498.40292
6090.91058	1387.31611
5777.69247	1406.58018
5930.09521	1397.31611
5427.62000	1423.84680
5400.50106	1443.84680
5425.27316	1435.44444
	
NSGA-II_2:	34
6009.41777	1356.96904
5339.72828	1457.58382
5571.91389	1375.72234
5771.06608	1371.37502
5998.21553	1359.32972
5835.50165	1362.95883
5366.08534	1425.98618
5363.73849	1437.58382
5342.07512	1445.98618
5458.22425	1401.90977
5474.27289	1394.27045
5393.33620	1415.98618
5377.28757	1423.62550
5353.27736	1443.62550
5824.29942	1365.31951
5782.26831	1369.01434
5506.45226	1387.76764
5491.42969	1391.77785
5518.68055	1381.77785
5559.68560	1381.71212
5507.47832	1384.13853
5426.54163	1405.85426
5353.27736	1443.62550
5560.71166	1378.08302
5410.49300	1413.49358
5425.51557	1409.48337
5437.74387	1403.49358
5404.53843	1413.62550
5480.22745	1394.13853
5518.68055	1381.77785
5377.28757	1423.62550
5399.29077	1415.85426
5485.47512	1391.90977
5399.29077	1415.85426
	
NSGA-II_3:	12
5419.75468	1348.04029
5220.44541	1458.05638
5289.23620	1423.18805
5343.41405	1419.04592
5246.77083	1433.18805
5232.41437	1454.81083
5358.62469	1403.79547
5374.32797	1384.50626
5417.40783	1359.63793
5376.67481	1372.90862
5400.61273	1369.66306
5352.90587	1408.96350
	
NSGA-II_4:	25
6230.82426	1366.23161
5259.68792	1529.47332
5410.33742	1400.04887
5822.16745	1393.51818
5302.63238	1504.60499
5303.77131	1466.51484
6035.14608	1373.51818
5878.65676	1383.51818
6035.14608	1373.51818
5878.65676	1383.51818
5376.18156	1410.04887
5286.80687	1509.47332
5283.76125	1524.60499
5369.38060	1421.47757
5306.11816	1454.91720
5369.38060	1421.47757
5349.06262	1430.04887
5333.23710	1434.91720
5330.09558	1443.10035
5326.43614	1446.34590
5309.77760	1451.67164
5263.34737	1526.22777
5290.46631	1506.22777
5336.89654	1431.67164
5330.09558	1443.10035
	
NSGA-II_5:	27
6427.46673	1353.88107
5224.71238	1427.56163
5955.40733	1355.08377
6412.59411	1354.66136
5794.59195	1365.08377
5642.18922	1374.34785
5539.82056	1381.16087
5523.92187	1385.57027
5263.19430	1417.56163
5225.73844	1423.93252
5384.91241	1402.15107
5367.63470	1412.30975
5369.01373	1406.56046
5407.49564	1396.56046
5461.33864	1391.16087
5302.16466	1412.94233
5370.03978	1402.93136
5523.92187	1385.57027
5224.71238	1427.56163
5263.19430	1417.56163
5408.52170	1392.93136
5264.22035	1413.93252
5524.94793	1381.94116
5423.39433	1392.15107
5539.82056	1381.16087
5446.46601	1391.94116
6412.59411	1354.66136
	
NSGA-II_6:	34
6319.50975	1344.75043
5198.82985	1451.48986
5499.02291	1378.56769
5785.52396	1368.67014
5950.32279	1358.67014
6145.59364	1350.74022
6318.48369	1348.37954
5445.78957	1384.62320
6092.36029	1356.79573
5942.77598	1366.79573
5303.75206	1386.49761
5225.73441	1418.22717
5201.75583	1431.49786
5228.08125	1406.62953
5199.40898	1443.09550
5225.15527	1426.62153
5497.99685	1382.19680
5260.26062	1400.12672
5302.72600	1390.12672
5261.28668	1396.49761
5213.72479	1428.25231
5497.99685	1382.19680
5499.02291	1378.56769
5261.28668	1396.49761
5303.75206	1386.49761
5302.72600	1390.12672
5260.26062	1400.12672
6124.23890	1352.68035
6123.21284	1356.30946
6123.21284	1356.30946
5225.15527	1426.62153
6124.23890	1352.68035
5260.26062	1400.12672
5302.72600	1390.12672
	
NSGA-II_7:	20
5647.74136	1354.04948
5245.16707	1426.80338
5647.74136	1354.04948
5489.01955	1355.67226
5257.13603	1423.55783
5271.49249	1401.93505
5424.36224	1371.85969
5407.46614	1380.94486
5302.94438	1395.87954
5455.81412	1365.80418
5487.99349	1359.30137
5457.56767	1361.72777
5370.00381	1383.26657
5345.40975	1385.87954
5356.45265	1384.88935
5325.00076	1390.94486
5313.95787	1391.93505
5456.54161	1365.35688
5457.56767	1361.72777
5338.55193	1389.32208
	
NSGA-II_8:	27
6386.41711	1391.86604
5280.85991	1465.92822
6339.00593	1397.92156
5783.37290	1405.66532
5293.85493	1459.05356
5307.18533	1441.05989
5692.06800	1415.66532
5515.21107	1416.44059
5308.21139	1437.43079
5492.20273	1423.80195
5373.70475	1431.05989
5408.69166	1426.44059
5281.88597	1462.29912
5493.22879	1420.17285
5514.18501	1420.06970
5374.73081	1427.43079
5373.70475	1431.05989
5515.21107	1416.44059
5730.13956	1411.72083
5772.17067	1408.02600
5718.93733	1414.08151
5761.39062	1409.39758
5408.69166	1426.44059
5374.73081	1427.43079
5708.15728	1415.45309
5514.18501	1420.06970
5761.39062	1409.39758
	
NSGA-II_9:	32
5906.10640	1330.21657
5112.48167	1441.87419
5492.69441	1345.28054
5740.28151	1343.84568
5741.30757	1340.21657
5138.80709	1417.00586
5125.47669	1434.99953
5857.66916	1339.90119
5412.07779	1361.46797
5402.20336	1376.20438
5297.69869	1396.01566
5229.81055	1400.76378
5298.72475	1392.38656
5139.83315	1413.37675
5181.27247	1407.00586
5412.07779	1361.46797
5444.25717	1354.96516
5368.99793	1386.33630
5858.69522	1336.27209
5368.99793	1386.33630
5445.28323	1351.33605
5491.66835	1348.90965
5216.25938	1402.38656
5182.29853	1403.37675
5896.43597	1336.27209
5394.37963	1381.46797
5113.50773	1438.24508
5401.17730	1379.83349
5857.66916	1339.90119
5445.28323	1351.33605
5444.25717	1354.96516
5905.08034	1333.84568
	
NSGA-II_10:	19
5397.26243	1352.49864
5197.94376	1469.23145
5328.34822	1360.87587
5234.96336	1398.35717
5230.03195	1432.58962
5303.75416	1363.48884
5261.28878	1373.48884
5246.93232	1395.11162
5261.28878	1373.48884
5221.28393	1458.48823
5224.26918	1444.36312
5209.31497	1461.73379
5197.94376	1469.23145
5314.79705	1362.49864
5328.34822	1360.87587
5221.21660	1460.20396
5303.75416	1363.48884
5246.86500	1396.82734
5221.28393	1458.48823
	
NSGA-II_11:	48
7035.33044	1393.10778
5406.74448	1571.64281
6255.35829	1396.98334
6829.67300	1394.62208
5417.33627	1546.71692
5436.47178	1520.81076
5857.30307	1403.55189
6093.21767	1403.03886
6254.33223	1400.61245
5490.82057	1451.62174
5485.31940	1470.77179
5437.49784	1517.18165
5445.32068	1498.97046
6891.75858	1393.62081
7035.33044	1393.10778
5484.29334	1474.40090
5484.14883	1488.05478
5648.84056	1422.31332
5709.42496	1420.59760
6829.67300	1394.62208
6891.75858	1393.62081
5825.85119	1409.60740
5765.26679	1411.32313
5581.92093	1434.29243
5491.84663	1447.99263
5613.37281	1428.23692
5647.81450	1425.94243
5740.87684	1414.54208
5856.27701	1407.18099
5729.79904	1417.24672
5543.40528	1440.22139
5577.36614	1439.23120
5469.92222	1495.20943
5580.89487	1437.92153
5740.87684	1414.54208
5729.79904	1417.24672
5483.12277	1491.68389
5446.34674	1495.34135
5612.34675	1431.86602
5856.27701	1407.18099
5647.81450	1425.94243
5532.96895	1441.93712
5437.49784	1517.18165
5531.94289	1445.56623
5606.30906	1434.16588
5516.19739	1447.86071
5606.30906	1434.16588
6891.75858	1393.62081
	
NSGA-II_12:	19
5769.95206	1332.02328
5235.13385	1407.87416
5447.53445	1342.79855
5736.74663	1342.15520
5261.45927	1383.00583
5247.10281	1404.62861
5303.92465	1373.00583
5261.45927	1383.00583
5397.43292	1362.01564
5328.51871	1370.39286
5446.50839	1346.42766
5414.32902	1352.93047
5235.13385	1407.87416
5757.72377	1338.01306
5749.07940	1340.43947
5758.74983	1334.38396
5314.96754	1372.01564
5303.92465	1373.00583
5749.07940	1340.43947
	
NSGA-II_13:	11
5447.53445	1342.79855
5235.13385	1407.87416
5247.10281	1404.62861
5303.92465	1373.00583
5328.51871	1370.39286
5261.45927	1383.00583
5397.43292	1362.01564
5414.32902	1352.93047
5446.50839	1346.42766
5314.96754	1372.01564
5447.53445	1342.79855
	
NSGA-II_14:	55
6472.67829	1357.96059
5270.94649	1459.99161
6052.63127	1382.36657
