Numfront:	
61	
	
AUGMECON-II:	20
6952.19150	2189.58208
6957.17052	2167.22486
6962.13423	2163.90430
6962.89488	2141.45307
6967.85859	2138.13251
6969.39769	2127.31094
6992.49108	2113.27969
7011.11993	2104.17628
7038.23514	2091.23637
7066.23396	2078.14840
7081.13194	2066.23502
7107.84741	2053.79310
7141.43864	2042.27502
7180.54362	2030.45460
7218.57136	2016.51011
7275.66716	2004.73553
7439.04752	1994.14943
7510.75154	1983.34580
7859.62146	1970.52079
8181.31916	1958.83182
	
NSGA-II_1:	67
10998.33247	2089.88583
8536.35567	2357.18030
10154.14851	2102.63823
9910.32269	2104.93318
9699.72629	2109.16629
8583.53576	2311.56719
8551.68301	2330.53868
8539.72650	2352.15329
8590.81365	2291.45078
9280.00632	2133.04863
9294.11275	2130.68795
9408.64494	2128.61589
9673.41946	2109.16629
9544.78084	2113.59903
9222.59467	2146.74346
9422.75137	2126.25521
9544.78084	2113.59903
8949.91211	2182.44032
9062.74306	2172.97430
8651.05066	2263.55006
8864.28760	2200.85651
8935.80568	2184.80100
8604.02581	2282.28164
8803.25734	2220.65886
8632.50773	2268.33715
9190.44351	2160.13755
8776.70883	2222.44032
8722.56875	2247.49455
8990.55655	2179.10181
8919.03847	2195.15732
9019.46190	2175.87177
8578.85714	2313.06539
9080.53675	2172.75005
9120.86477	2162.24811
9179.96430	2161.37875
8860.91676	2205.88352
9208.48824	2149.10414
9192.42755	2154.63244
8763.52944	2227.94543
8844.85607	2211.41181
8745.84569	2234.35369
8636.94423	2265.91074
8618.13224	2279.92096
8682.84085	2254.78112
8664.29791	2259.56821
8919.03847	2195.15732
8932.43484	2189.82800
8878.39403	2198.49583
8731.73926	2236.71437
8848.22691	2206.38480
8703.25734	2250.65886
8575.48631	2318.09240
8728.36842	2241.74138
8773.33799	2227.46732
9106.75834	2164.60879
9083.65178	2167.94729
8594.18449	2286.42377
8555.05384	2325.51167
8760.15861	2232.97244
8835.04752	2211.88992
8831.67669	2216.91693
8717.36377	2248.29818
8564.89516	2321.36954
8622.66641	2272.47928
8622.56875	2277.49455
8817.36377	2218.29818
9222.59467	2146.74346
	
NSGA-II_2:	69
9345.47223	2073.50576
7947.55636	2353.04742
8917.81794	2082.89652
8748.58033	2085.22149
9185.41218	2074.73682
8116.35550	2237.46644
8131.29725	2209.00575
8966.51019	2076.45255
9108.48738	2075.22149
7977.02858	2306.56986
8467.82218	2123.54147
8568.96766	2121.01363
7980.99513	2284.16468
7954.57956	2325.92848
7948.96948	2341.65256
8172.41295	2200.97471
8192.92925	2186.05896
8042.62713	2261.21789
8178.91577	2189.74365
8022.11083	2276.13364
7961.08237	2314.69743
8067.32816	2255.23044
8084.52539	2251.74014
8222.60129	2177.99945
8419.12993	2129.98544
8066.67631	2259.50217
8589.17740	2117.52333
8017.13982	2278.20569
8169.35991	2203.60533
8333.06231	2151.11506
8613.22659	2115.80760
8941.86712	2081.18079
8613.82047	2112.79508
7959.55057	2323.85643
8023.64264	2266.97464
8216.97843	2184.34323
8288.20950	2159.33361
8145.31072	2205.32106
7966.05338	2312.62537
8724.53115	2086.93722
8278.74720	2163.90281
8584.14843	2120.85460
8679.67833	2095.15576
8699.88808	2091.66546
8398.92018	2133.47574
8218.36922	2182.30027
8089.25085	2248.30879
8244.52398	2171.07780
8332.46843	2154.12757
7995.00860	2280.47999
8383.53329	2141.46124
8377.57090	2146.93556
8664.29145	2103.14127
8661.25529	2109.19678
8637.86965	2111.07936
8443.77299	2125.25720
8723.93726	2089.94973
8942.46100	2078.16828
8322.15715	2155.82628
8108.23534	2242.55205
8028.61365	2264.90258
8308.41925	2155.84330
8240.29191	2175.37862
8387.76536	2137.16043
8668.52352	2098.84045
8432.61818	2128.94189
8353.52172	2148.65129
8112.12344	2241.76725
8094.22186	2246.23674
	
NSGA-II_3:	65
9354.87217	2025.41552
8283.89938	2245.51016
9195.81399	2028.90583
9332.86207	2027.84193
9173.80389	2031.33223
9078.16499	2034.21329
9033.75731	2041.94716
8291.63325	2225.51016
8945.14590	2045.99475
8827.49690	2051.30221
8909.02936	2050.78183
8514.02795	2107.48767
8519.88581	2093.34553
8326.45392	2161.62665
8707.45840	2065.37862
8768.98278	2061.39676
8923.13579	2048.42115
8302.25450	2221.28270
8302.63702	2209.58529
8305.92681	2200.29250
8310.37089	2189.58529
8323.16412	2170.91944
8313.66069	2180.29250
8369.15344	2146.84303
8372.44324	2137.55025
9056.15489	2036.63970
9055.76741	2039.52076
8646.80641	2077.80503
8616.77654	2080.68608
8791.38037	2056.08930
8390.43014	2129.91092
8340.56035	2159.26597
8444.06259	2124.12582
8668.81651	2075.37862
8460.69437	2116.55223
8556.00234	2088.55845
8482.70448	2114.12582
8571.60213	2084.73527
8422.05249	2126.55223
8556.00234	2088.55845
9332.86207	2027.84193
9033.75731	2041.94716
8693.35197	2067.73930
8813.39047	2053.66289
9354.87217	2025.41552
8593.61223	2082.30886
8685.44829	2067.80503
8500.72157	2112.01138
8304.42649	2206.84432
8344.44082	2153.98733
8386.54967	2135.18957
8404.53657	2127.55025
8483.27095	2112.01826
8671.34186	2070.16571
8444.41807	2120.98485
8533.99224	2090.98485
8358.54725	2151.62665
8805.48680	2053.72862
8446.58794	2118.91291
8790.99289	2058.97036
8660.91284	2075.44435
8783.08921	2059.03608
8505.28105	2109.59185
8467.67117	2115.84144
8426.54667	2125.12384
	
NSGA-II_4:	66
8626.41938	2048.55136
7764.84385	2194.02448
8569.44241	2053.46711
8459.68248	2053.85883
8239.61046	2075.76206
8413.86033	2055.08988
8285.18076	2071.39505
7969.20375	2114.79438
8091.55390	2097.99082
8329.32487	2065.08988
8037.55026	2098.38254
8096.82985	2097.93524
8383.32852	2064.69816
7868.80845	2138.73887
7964.99588	2123.01292
7769.05172	2185.80593
7788.15023	2175.35863
7792.35809	2167.14008
8110.93089	2092.06723
7864.60059	2146.95741
8402.70551	2058.77457
8580.59723	2049.78242
7979.49812	2112.36797
7994.45961	2105.24168
8318.17005	2068.77457
7773.84568	2181.08457
8200.64530	2081.39505
8166.22982	2082.07737
8250.76528	2072.07737
7850.29604	2152.68335
8122.08571	2088.38254
8110.93089	2092.06723
8250.76528	2072.07737
8239.61046	2075.76206
7845.50207	2157.40471
7855.54640	2149.56649
7841.96482	2160.16399
7824.29392	2163.96563
8133.43355	2086.51011
7809.16855	2164.59673
8155.07501	2085.76206
7934.81971	2131.09955
7900.74428	2135.56441
7879.10282	2136.31246
8296.52860	2069.52262
8026.39544	2102.06723
7835.44874	2160.28094
7831.01223	2162.70735
7949.94508	2130.46845
8004.75398	2102.81527
7780.36177	2180.96762
7802.65247	2164.71368
7955.94169	2125.62200
7950.69134	2128.73887
7788.15023	2175.35863
7784.14006	2178.65817
8122.08571	2088.38254
8004.75398	2102.81527
8033.11375	2100.80895
7928.30363	2131.21649
8166.22982	2082.07737
7907.46259	2134.30613
7911.89909	2131.87972
8161.79332	2084.50378
8324.88836	2067.51629
7798.87418	2167.02314
	
NSGA-II_5:	63
8332.04220	2050.94087
7391.24197	2262.56485
7713.21779	2074.79438
7857.98106	2074.63570
7424.60247	2183.93635
7423.27556	2202.97567
8197.54995	2056.99638
8275.69807	2056.86446
7941.90207	2070.80906
8010.68264	2070.42784
7908.37326	2074.24052
7524.98973	2112.17390
7521.00787	2120.49388
8084.81475	2063.16974
8141.20582	2062.91997
7393.67238	2231.80981
7392.56889	2243.52554
7392.34547	2250.84913
7422.51087	2206.32541
8187.12413	2059.35706
8295.76275	2054.92432
7616.66096	2085.59801
7643.68136	2081.91052
7430.13459	2177.11780
7544.98973	2103.95536
7534.46935	2110.45817
7572.61178	2095.53228
7583.13216	2089.02947
8054.63728	2064.63570
7453.44096	2158.45196
8320.88738	2054.62555
7445.36562	2169.79422
7468.67200	2151.12837
7445.53500	2164.69139
7414.60491	2212.56485
7409.07280	2219.38341
7399.20450	2224.99126
7440.00289	2171.50995
8165.08034	2060.29592
7501.68336	2130.83975
7392.34547	2250.84913
7486.28294	2143.26615
8030.58809	2066.35143
7592.61178	2087.31374
7917.85288	2072.52479
7664.31580	2076.51011
7688.36498	2074.79438
7488.84138	2137.80700
7563.13216	2097.24801
7554.46935	2102.23963
7463.30927	2152.84410
7511.52825	2122.20961
8286.28313	2056.64005
7509.58931	2124.60031
7654.83618	2078.22584
8322.56258	2052.65660
7414.43553	2217.66768
7468.84138	2146.02555
7496.12784	2134.63601
8021.10847	2068.06716
7653.16098	2080.19480
8030.58809	2066.35143
7478.32100	2144.30982
	
