Numfront:	
61	

AUGMECON-II:	12
4646.88820	1451.25247
4651.13343	1421.25247
4656.47255	1418.39863
4657.37984	1412.16457
4659.59355	1402.90247
4664.93267	1400.04864
4666.87972	1397.22988
4669.09343	1387.96779
4674.43254	1385.11395
4698.64533	1380.57322
4873.03914	1377.92194
4898.27399	1376.14048
	
NSGA-II_1:	22
5226.69019	1406.14048
4771.61123	1484.80346
5071.88079	1410.86184
5201.45533	1407.92194
5044.43222	1421.90539
4981.37060	1424.45000
4892.93579	1430.20545
4959.56971	1429.34718
4798.55313	1465.30827
4780.50195	1473.02201
4813.10623	1457.08973
4824.50658	1441.14089
4883.74916	1436.89219
4773.82494	1475.54137
5046.64593	1412.64330
5044.43222	1421.90539
4815.31994	1447.82763
4815.31994	1447.82763
5046.64593	1412.64330
5071.88079	1410.86184
4981.37060	1424.45000
4970.27788	1426.23145
	
NSGA-II_2:	19
5552.13594	1440.75021
4927.30381	1552.53419
5102.08605	1455.71149
5381.58355	1452.37298
4928.48419	1515.22774
5440.72167	1449.03448
4989.51968	1481.67394
5077.39709	1476.48956
4930.69790	1505.96564
5080.04473	1469.30323
5406.30491	1452.37298
5082.25844	1460.04113
4972.17735	1483.14974
4944.46543	1499.90262
4951.53754	1494.15696
4965.10523	1488.89540
4951.33770	1494.95842
5084.74372	1457.18730
5082.25844	1460.04113
	
NSGA-II_3:	12
6015.38799	1439.45502
4859.34517	1482.30978
5357.26816	1454.41631
5339.92583	1455.89211
4899.54101	1460.56466
5775.47896	1451.07780
4882.19868	1462.04046
4861.55887	1473.04768
4879.98497	1471.30256
5834.61707	1447.73929
5800.20032	1451.07780
4878.90120	1471.57188
	
NSGA-II_4:	26
5878.58056	1418.99074
4916.74603	1479.42255
5166.60649	1442.49916
5830.27706	1441.59134
5845.79288	1432.88812
5848.00659	1423.62603
4953.07499	1467.42617
5050.18960	1462.78716
5142.58299	1449.01046
5841.83617	1437.34073
5845.79288	1432.88812
5086.51855	1450.79078
4922.08514	1476.56872
5161.26737	1445.35300
4936.64315	1472.06146
4941.98227	1469.20763
5853.34570	1420.77219
5055.52871	1459.93333
5841.83617	1437.34073
5836.49705	1440.19457
5066.62143	1458.15187
4933.17786	1474.78726
5075.42583	1452.57224
5070.08672	1455.42607
5147.92211	1446.15663
4933.17786	1474.78726
	
NSGA-II_5:	14
5926.65232	1416.59730
4761.10962	1474.38674
5011.19803	1422.74565
4772.82321	1450.18996
4770.60950	1459.45206
4914.67172	1426.77690
4912.45801	1436.03899
4763.32333	1465.12464
4793.46301	1439.18274
4791.24930	1448.44484
4810.80534	1437.70694
4793.46301	1439.18274
4790.16553	1448.71416
4791.24930	1448.44484
	
NSGA-II_6:	2
4851.06373	1425.63224
4849.25901	1476.63352
	
NSGA-II_7:	4
4724.46260	1396.69776
4715.72940	1446.12014
4716.90978	1408.81369
4719.12349	1399.55159
	
NSGA-II_8:	11
5162.88261	1456.55671
4858.48567	1551.52235
5009.26044	1460.28787
4872.63254	1524.79513
4890.78250	1500.81838
4922.34716	1469.61435
4931.53380	1462.92760
4998.16772	1462.06933
4917.38693	1489.65483
4908.20029	1496.34157
5009.26044	1460.28787
	
NSGA-II_9:	3
4698.64533	1380.57322
4696.43162	1389.83531
4698.64533	1380.57322
	
NSGA-II_10:	31
5579.88331	1445.01102
5056.76419	1607.55116
5083.01707	1576.86994
5093.92608	1538.22824
5457.97436	1454.20739
5544.98028	1451.52071
5319.91867	1496.38916
5247.31229	1500.84277
5450.61409	1460.57828
5383.07133	1460.71708
5342.82959	1483.77472
5189.68365	1509.34846
5143.30856	1509.79638
5351.24578	1469.83023
5342.82959	1483.77472
5216.21262	1501.18591
5058.97790	1598.28907
5060.16355	1597.13925
5062.37726	1587.87716
5080.80336	1586.13203
5096.13979	1528.96615
5116.77960	1517.95893
5105.32643	1522.27940
5360.43242	1463.14349
5351.24578	1469.83023
5198.87029	1502.66172
5125.96623	1511.27219
5079.61771	1587.28185
5455.33545	1456.63379
5196.38501	1505.51555
5079.71959	1586.40135
	
NSGA-II_11:	12
5998.00425	1445.22682
4841.96143	1488.08157
5082.54996	1451.37517
4986.02365	1455.40641
4844.17514	1478.81948
4983.80994	1464.66851
4862.60124	1477.07435
4864.81495	1467.81226
4882.15727	1466.33645
4844.17514	1478.81948
4861.51747	1477.34367
4864.81495	1467.81226
	
NSGA-II_12:	19
5552.13594	1440.75021
4927.30381	1552.53419
5102.08605	1455.71149
5381.58355	1452.37298
4928.48419	1515.22774
5440.72167	1449.03448
5080.04473	1469.30323
5018.84471	1481.67394
4930.69790	1505.96564
5406.30491	1452.37298
5082.25844	1460.04113
4972.17735	1483.14974
4965.10523	1488.89540
4951.33770	1494.95842
4944.46543	1499.90262
4951.53754	1494.15696
4989.51968	1481.67394
5102.08605	1455.71149
5084.74372	1457.18730
	
NSGA-II_13:	12
5263.14444	1431.70826
5100.03443	1468.16397
5113.29492	1456.04804
5127.06047	1448.90187
5102.24814	1458.90187
5226.94133	1431.70826
5163.64019	1436.04804
5199.84330	1436.04804
5134.77127	1444.56209
5145.81805	1441.70826
5152.59341	1438.90187
5215.89455	1434.56209
	
NSGA-II_14:	4
4769.99727	1409.20273
4750.39982	1424.23662
4752.61353	1414.97453
4750.39982	1424.23662
	
NSGA-II_15:	2
4748.67540	1392.15702
4746.46169	1401.41912
	
NSGA-II_16:	5
4698.64533	1380.57322
4679.04789	1395.60711
4681.26160	1386.34501
4679.04789	1395.60711
4681.26160	1386.34501
	
NSGA-II_17:	2
4851.06373	1425.63224
4849.25901	1476.63352
	
NSGA-II_18:	10
5981.08444	1420.08761
4815.85498	1469.62910
5065.63015	1426.23596
4969.10384	1430.26720
4818.06869	1460.36701
4865.23747	1441.19724
4827.25533	1453.68026
4838.70850	1449.35979
4959.91720	1436.95394
4847.89514	1442.67305
	
NSGA-II_19:	13
5452.21459	1418.74218
5025.71727	1462.95116
5192.18023	1446.31577
5239.24877	1438.02415
5244.68704	1427.03333
5239.24877	1438.02415
5364.82493	1418.74218
5339.59007	1420.52364
5244.68704	1427.03333
5269.92189	1425.25188
5306.97028	1424.51397
5269.92189	1425.25188
5306.97028	1424.51397
	
NSGA-II_20:	16
5944.03606	1410.82551
4770.60950	1459.45206
5926.65232	1416.59730
5028.58177	1416.97386
4772.82321	1450.18996
4932.05545	1421.00510
5926.65232	1416.59730
4914.67172	1426.77690
4932.05545	1421.00510
4790.20694	1444.41817
4793.46301	1439.18274
4828.18908	1431.93514
4810.84675	1433.41095
4810.80534	1437.70694
4790.16553	1448.71416
4810.80534	1437.70694
	
NSGA-II_21:	2
4698.64533	1380.57322
4696.43162	1389.83531
	
NSGA-II_22:	9
4735.69372	1389.83531
4705.38518	1475.10707
4720.84642	1455.84498
4724.29337	1405.78415
4718.63271	1465.10707
4707.59889	1465.84498
4726.50708	1396.52206
4718.63271	1465.10707
4724.29337	1405.78415
	
NSGA-II_23:	7
5182.01658	1442.56489
4963.14597	1470.34573
4968.48508	1467.49190
5096.58953	1453.71034
5101.92865	1450.85651
5176.67747	1445.41872
4963.14597	1470.34573
	
NSGA-II_24:	16
6031.11451	1431.67141
4865.88504	1481.21291
6031.11451	1431.67141
5115.66022	1437.81976
4868.09875	1471.95081
4865.88504	1481.21291
4915.26753	1452.78105
5009.94727	1448.53775
4888.73856	1460.94360
4877.28539	1465.26407
4868.09875	1471.95081
5019.13390	1441.85101
4897.92520	1454.25685
4877.28539	1465.26407
4915.26753	1452.78105
4897.92520	1454.25685
	
NSGA-II_25:	48
6148.63260	1450.85826
4963.76895	1584.55068
5931.77584	1472.10468
5541.09974	1475.70135
5020.51307	1547.06220
5021.13701	1528.35789
5179.72613	1502.16777
5198.90922	1495.23270
5329.18210	1492.62654
5062.96827	1502.31275
5017.51532	1560.20775
5045.62594	1503.78855
4977.26859	1580.39431
4977.85942	1569.62368
6061.24294	1450.85826
5933.98955	1462.84258
5043.41223	1513.05065
5038.94773	1519.62045
5038.47934	1526.88208
5498.74066	1476.93240
5181.56689	1496.70851
5988.42167	1456.33289
6018.88386	1452.08932
5993.64900	1453.87078
5964.45173	1458.59902
5401.90827	1480.87689
5431.44211	1480.18966
5481.39833	1478.40821
5006.42260	1561.98921
5003.71974	1565.46731
5448.78444	1478.71386
5384.56594	1482.35270
4997.60867	1565.77296
4980.26634	1567.24876
5334.40942	1490.16443
5939.21688	1460.38047
4966.17587	1582.17577
5378.77376	1484.39264
4966.17587	1582.17577
5367.37171	1485.22355
5350.02938	1486.69936
5357.54393	1486.64868
