Numfront:	
61	
	
AUGMECON-II:	5
1418.41588	541.41234
1491.12759	538.91224
1578.29316	530.04186
1639.77378	506.88618
1695.89976	497.55759
	
NSGA-II_1:	4
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_2:	7
1695.89976	497.55759
1419.92831	580.04186
1639.77378	506.88618
1526.81885	539.55042
1423.58268	573.04683
1498.30307	570.05528
1512.76776	560.28272
	
NSGA-II_3:	7
1695.89976	497.55759
1419.92831	580.04186
1526.81885	539.55042
1639.77378	506.88618
1423.58268	573.04683
1498.30307	570.05528
1512.76776	560.28272
	
NSGA-II_4:	4
1695.89976	497.55759
1418.41588	541.41234
1491.12759	538.91224
1639.77378	506.88618
	
NSGA-II_5:	4
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_6:	4
1695.89976	497.55759
1418.41588	541.41234
1491.12759	538.91224
1639.77378	506.88618
	
NSGA-II_7:	4
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_8:	4
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_9:	4
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_10:	5
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1578.29316	530.04186
1491.12759	538.91224
	
NSGA-II_11:	4
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_12:	4
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_13:	4
1695.89976	497.55759
1418.41588	541.41234
1491.12759	538.91224
1639.77378	506.88618
	
NSGA-II_14:	4
1695.89976	497.55759
1418.41588	541.41234
1491.12759	538.91224
1639.77378	506.88618
	
NSGA-II_15:	4
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_16:	4
1695.89976	497.55759
1418.41588	541.41234
1491.12759	538.91224
1639.77378	506.88618
	
NSGA-II_17:	5
1695.89976	497.55759
1418.41588	541.41234
1578.29316	530.04186
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_18:	4
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_19:	4
1695.89976	497.55759
1418.41588	541.41234
1491.12759	538.91224
1639.77378	506.88618
	
NSGA-II_20:	4
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_21:	4
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_22:	5
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1578.29316	530.04186
1491.12759	538.91224
	
NSGA-II_23:	4
1695.89976	497.55759
1418.41588	541.41234
1491.12759	538.91224
1639.77378	506.88618
	
NSGA-II_24:	4
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_25:	4
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_26:	4
1695.89976	497.55759
1418.41588	541.41234
1491.12759	538.91224
1639.77378	506.88618
	
NSGA-II_27:	5
1695.89976	497.55759
1418.41588	541.41234
1578.29316	530.04186
1639.77378	506.88618
1491.12759	538.91224
	
NSGA-II_28:	4
1695.89976	497.55759
1418.41588	541.41234
1491.12759	538.91224
1639.77378	506.88618
	
NSGA-II_29:	5
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1578.29316	530.04186
1491.12759	538.91224
	
NSGA-II_30:	5
1695.89976	497.55759
1418.41588	541.41234
1639.77378	506.88618
1578.29316	530.04186
1491.12759	538.91224
	
Math-AUGMECON-II_1:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_2:	4
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_3:	4
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_4:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_5:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_6:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_7:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_8:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_9:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_10:	5
1695.89976	497.55759
1639.77378	506.88618
1578.29316	530.04186
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_11:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_12:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_13:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_14:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_15:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_16:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_17:	5
1695.89976	497.55759
1639.77378	506.88618
1578.29316	530.04186
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_18:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_19:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_20:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_21:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_22:	5
1695.89976	497.55759
1639.77378	506.88618
1578.29316	530.04186
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_23:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_24:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_25:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_26:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_27:	5
1695.89976	497.55759
1639.77378	506.88618
1578.29316	530.04186
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_28:	5
1695.89976	497.55759
1639.77378	506.88618
1491.12759	538.91224
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_29:	5
1695.89976	497.55759
1639.77378	506.88618
1578.29316	530.04186
1491.12759	538.91224
1418.41588	541.41234
	
Math-AUGMECON-II_30:	5
1695.89976	497.55759
1639.77378	506.88618
1578.29316	530.04186
1491.12759	538.91224
1418.41588	541.41234
